KP_0_KP_1,KP_0_KP_2,KP_0_KP_3,KP_0_KP_4,KP_0_KP_5,KP_0_KP_6,KP_0_KP_16,KP_1_KP_2,KP_1_KP_3,KP_1_KP_4,KP_1_KP_5,KP_1_KP_6,KP_1_KP_16,KP_2_KP_3,KP_2_KP_4,KP_2_KP_5,KP_2_KP_6,KP_2_KP_16,KP_3_KP_4,KP_3_KP_5,KP_3_KP_6,KP_3_KP_16,KP_4_KP_5,KP_4_KP_6,KP_4_KP_16,KP_5_KP_6,KP_5_KP_16,KP_6_KP_16
148.89866138081968,197.29500913353084,272.2623404237171,152.04530520867786,99.78124371343547,169.9680629441896,0,49.58042002645805,196.90904562767045,178.7493541163156,55.47430774692008,155.26802170440635,0,204.29499161751372,219.10479088554862,104.81478293637782,189.0470209498156,0,155.51622836540244,195.81196975159614,113.32952721157892,0,135.04363244892372,45.73985720353745,0,123.08073291949476,0,0
156.58265911971222,198.52741277969648,270.06853119347323,144.43743387363267,104.30616001464152,165.30211294777817,0,42.65347744322848,194.04351209458153,178.89780162148446,55.627082468883785,155.34613914738918,0,199.826784961376,213.8647477285586,98.2106316546228,184.58730522438427,0,157.4366317125719,196.23956192878134,114.62079051376324,0,136.60043593268657,45.80295275416207,0,125.01247145785098,0,0
144.88201947791865,186.75883448983078,277.214960521614,159.6940125677854,95.99771674368094,169.32729042006193,0,43.09424003274685,195.37970957343552,179.90907310638895,55.62281578632998,152.3481401035142,0,198.108492571621,213.81689860719618,98.52734219494607,181.13355460819508,0,160.6997426662532,198.90428369695815,122.41897604538276,0,138.08319466901105,43.58032506762659,0,121.16819942955327,0,0
144.8743931997646,188.6020905080323,280.1235223272048,161.23461616538802,96.65689745693268,167.527083326846,0,44.2340458583657,191.5396830006774,177.30164913220634,51.858261723663674,147.53696365656978,0,187.3342415283442,208.94082150216602,95.886365005667,173.93064475244148,0,164.96234550042018,202.3809080051772,128.53434728896394,0,142.73881766359142,42.69612003449497,0,123.01746159793737,0,0
61.91658495104524,110.85848999512848,218.77534052081833,151.34704572603985,14.276319483676476,126.15334526281892,0,48.96977222736491,193.7064098061807,176.6977929516948,48.501628117002404,143.2711900732314,0,188.6885329001209,209.44985951296317,97.44781090409366,173.65037513636415,0,155.7488506859682,208.18538754196948,135.03178790566318,0,151.08178083409,36.52416866952624,0,123.29379527372821,0,0
61.95046758499889,110.1964810055203,218.82610678116083,151.36835640582214,15.757274193209936,128.17139529941932,0,48.34849135185089,193.73020599018628,176.7105612152256,47.95480693319492,144.71903822579804,0,190.70301739878164,210.34681603722933,96.2777834601524,175.64309748179687,0,155.74882919624147,206.05853236641286,133.46462869989188,0,149.44589280739703,36.03600324675309,0,123.31359382079498,0,0
60.64067084886183,111.3089844711558,228.70418637401457,161.20140194489628,17.83274193723445,135.12233312446912,0,51.16629207789051,195.16269410417556,175.26721642680357,52.25969387587339,142.9736071448154,0,187.99282372739657,208.34742588522667,103.31892392490352,174.67099251163603,0,156.85334187067866,210.92858027778027,141.0720710062768,0,147.74066501136377,33.75109684143614,0,120.10575746399505,0,0
145.8896859959607,194.04835121690678,293.6718007385115,177.58579139390625,94.93966790019863,165.7306720706822,0,51.19166434098426,195.24500173115828,170.2793656113388,54.431786200711784,143.08963711254563,0,197.37815926033963,209.70380188494434,105.45093904276052,181.9006082040409,0,156.8903102425386,213.0330420615544,145.93806558262997,0,142.80548606408647,27.810056634246532,0,119.08761408307751,0,0
67.48029764308987,122.15821587187659,238.5844152538049,161.653019749091,24.405068920205903,138.0304144781142,0,57.660111697775974,197.60780328721842,174.64083596913983,60.22571192605365,149.658615605651,0,201.14547281258908,220.55787882775806,117.8109736230034,196.4222658254405,0,165.07561265068804,215.3126888620362,160.7437021627908,0,140.35381652452492,25.078959806977632,0,116.12006797276689,0,0
131.27148540715157,182.64397654727077,296.69135885124797,186.96194971169936,81.65059596230759,166.5294299545879,0,53.931757953918,202.33628944408366,175.8517869826747,58.04871488672253,146.03597899832766,0,197.15865378420494,213.10193133099472,111.94528295555824,183.86235006112588,0,163.99571619100297,220.25617282155793,157.32834028235345,0,145.032038684561,29.82173115364029,0,117.18766249908731,0,0
148.01515006917367,200.70053384333585,311.73972971855864,199.7282415708905,92.62239238974556,179.4630737310603,0,55.88010401744076,200.8260250988402,175.59918461371055,62.681908665898206,145.8106170242757,0,195.7791928985305,214.008276643685,118.55498534013661,185.21982939739473,0,161.63272367933422,224.81379896483227,156.54235003346542,0,147.87434390386997,29.80929885119744,0,119.90715640444483,0,0
150.72591416329178,205.43257471822722,320.86809083416193,208.9372661967223,95.87198704710359,194.46730693296493,0,60.03863140512115,199.93042872459407,169.73534102537397,63.05546188872142,140.34565541191503,0,195.12748575482644,211.72776536864504,122.9411024393388,181.51024356768406,0,160.8125710788805,228.34654832512794,149.11194271754357,0,146.64211505907844,30.2207338759336,0,122.63632653092638,0,0
135.98647352148666,190.52290312665824,318.58211181014224,210.7168368735873,87.38288234665872,189.84790864060102,0,58.383496383824095,207.88521333899627,174.95202319493194,62.31602285929356,145.19151986255943,0,195.98179350388648,210.7562067650678,120.6008356728924,181.61467102081812,0,165.67946941308082,232.09810043600095,159.2982793535448,0,148.01648954423965,29.798068729365706,0,121.08175390619346,0,0
154.01930502781136,213.4131193231803,331.818848056059,214.91414002398724,101.83273058427723,195.86572481230598,0,62.69379714134404,208.45297122612573,170.8715652471177,62.34424472234789,143.79303477568027,0,196.23253330933687,208.9544877000731,124.96014504633068,183.31436489811702,0,161.8602640705865,233.27959575796595,159.4505478479143,0,146.0329655933892,27.110856423211725,0,120.59207300647914,0,0
147.25372265328303,207.46072546448403,327.5757524714703,214.17889623454968,92.8862878106882,196.25705335923598,0,63.09525074044798,208.8048725125925,172.60179467491062,66.75375612652819,148.60652536143897,0,193.81262999350687,209.02413636946332,129.6549065211186,186.46265610572001,0,162.83594281975954,236.16667952105354,160.59219420943222,0,146.88836063487128,24.046808208159337,0,124.37039112666652,0,0
149.00739405146984,214.71493735324987,324.3548619062307,212.43947924199495,91.12455271884743,192.33727315424332,0,67.81561593762899,206.594899494155,174.25819195951735,68.9050161091339,149.94165342892546,0,189.83466475857352,212.4542892012303,136.4278759198427,190.70253024540602,0,161.09090074861462,235.26845522508964,161.33113426118345,0,148.4496822765209,24.77250415279006,0,124.40352937919405,0,0
148.8885906310151,214.66883876028672,324.9285802423203,212.70171124250507,91.00571517377355,193.2470350646809,0,67.88876851144083,205.5626440115032,172.93210922787011,68.94091175782344,147.26229921130528,0,187.27559509183249,210.6940000094924,136.5346023541285,187.0684142366102,0,162.29165447736366,235.61818641395234,160.20058487408838,0,147.92040454244304,25.795628021042628,0,123.63610324253996,0,0
