frame,person,KP_1_x,KP_1_y,KP_1_confidence,KP_2_x,KP_2_y,KP_2_confidence,KP_3_x,KP_3_y,KP_3_confidence,KP_4_x,KP_4_y,KP_4_confidence,KP_5_x,KP_5_y,KP_5_confidence,KP_6_x,KP_6_y,KP_6_confidence,KP_7_x,KP_7_y,KP_7_confidence,KP_8_x,KP_8_y,KP_8_confidence,KP_9_x,KP_9_y,KP_9_confidence,KP_10_x,KP_10_y,KP_10_confidence,KP_11_x,KP_11_y,KP_11_confidence,KP_12_x,KP_12_y,KP_12_confidence,KP_13_x,KP_13_y,KP_13_confidence,KP_14_x,KP_14_y,KP_14_confidence,KP_15_x,KP_15_y,KP_15_confidence,KP_16_x,KP_16_y,KP_16_confidence,KP_17_x,KP_17_y,KP_17_confidence,KP_18_x,KP_18_y,KP_18_confidence,KP_19_x,KP_19_y,KP_19_confidence,KP_20_x,KP_20_y,KP_20_confidence,KP_21_x,KP_21_y,KP_21_confidence,KP_22_x,KP_22_y,KP_22_confidence,KP_23_x,KP_23_y,KP_23_confidence,KP_24_x,KP_24_y,KP_24_confidence,KP_25_x,KP_25_y,KP_25_confidence
20,1,184.349,120.286,0.852451,184.335,177.239,0.712367,127.322,190.082,0.65682,120.16,295.505,0.818433,181.477,358.211,0.650354,242.731,164.38,0.632335,292.659,245.639,0.760611,304.087,269.855,0.635094,172.954,332.534,0.526987,140.144,328.288,0.525882,53.2044,345.321,0.764123,214.246,415.163,0.616622,207.113,332.546,0.516467,284.099,348.19,0.60155,111.639,393.815,0.440734,164.398,107.309,0.915329,199.957,98.8693,0.903623,140.172,110.214,0.689525,229.916,97.4719,0.732781,73.1911,428.059,0.499435,81.7247,426.64,0.460329,0.0,0.0,0.0,269.862,412.339,0.215026,261.292,423.73,0.185228,221.346,426.631,0.270407
21,1,182.902,121.61,0.841354,184.323,177.251,0.709498,127.309,190.057,0.669207,120.152,295.517,0.818191,181.483,358.215,0.657098,242.742,164.416,0.635859,294.105,245.67,0.739539,309.745,268.373,0.701658,174.35,333.939,0.532512,140.158,329.704,0.524554,53.2085,345.322,0.764464,214.26,415.157,0.610471,208.54,333.94,0.522626,285.506,348.233,0.638082,110.252,393.828,0.440318,164.349,107.308,0.907191,198.623,98.8609,0.911361,140.184,108.831,0.711321,229.91,97.4754,0.732849,73.182,428.053,0.505422,81.7158,426.635,0.465664,0.0,0.0,0.0,269.829,412.346,0.200105,0.0,0.0,0.0,221.367,426.618,0.255349
22,1,182.904,121.61,0.84094,184.327,177.253,0.71064,127.31,190.056,0.668618,120.149,295.505,0.819357,181.472,358.198,0.66268,242.746,164.42,0.638411,294.107,245.668,0.740549,309.758,268.379,0.708697,174.349,332.549,0.536761,140.153,329.687,0.52664,53.2078,345.318,0.76357,214.251,415.156,0.608196,208.541,332.556,0.525221,285.512,348.245,0.636526,110.251,393.835,0.442584,164.354,107.306,0.908596,198.624,98.8604,0.911382,140.183,108.829,0.711993,229.903,97.4779,0.730526,73.1728,428.056,0.506426,81.7161,426.641,0.467444,0.0,0.0,0.0,269.856,412.331,0.195183,0.0,0.0,0.0,221.367,426.616,0.254621
23,1,181.48,121.604,0.844185,182.926,177.247,0.710681,125.923,190.045,0.672961,118.838,296.896,0.820508,181.468,358.205,0.653464,241.359,164.419,0.639953,295.475,247.023,0.726304,312.576,268.429,0.659032,174.324,332.541,0.533384,140.126,328.272,0.528762,53.2033,345.321,0.765835,212.863,415.161,0.624076,208.544,333.938,0.526576,288.322,348.267,0.675738,111.654,393.831,0.446413,164.313,107.294,0.889003,198.601,98.8608,0.913636,140.15,108.839,0.707249,228.485,97.4278,0.718579,73.1675,428.059,0.512444,81.7203,427.983,0.471213,0.0,0.0,0.0,271.27,415.188,0.233735,262.712,423.736,0.202077,221.348,426.597,0.27115
24,1,178.688,120.286,0.85929,182.893,177.274,0.703458,124.499,190.078,0.665399,118.838,296.89,0.818662,181.476,358.218,0.645688,242.735,165.78,0.645354,296.932,251.302,0.687499,324.022,265.527,0.41376,174.32,333.952,0.527086,140.124,329.699,0.524847,53.2043,345.326,0.766182,212.862,415.157,0.62265,208.533,333.968,0.52317,288.34,348.258,0.650253,110.255,393.815,0.44927,162.943,105.982,0.880035,198.554,98.8753,0.898363,141.503,108.875,0.684251,225.651,98.8108,0.705229,73.1727,428.047,0.516578,81.7181,426.628,0.473425,0.0,0.0,0.0,269.856,415.195,0.234541,261.291,423.751,0.203138,221.355,426.592,0.262587
25,1,178.655,120.285,0.869901,180.094,178.627,0.699401,124.466,191.46,0.655027,118.839,296.902,0.817828,181.475,358.213,0.64475,241.337,165.787,0.643802,299.723,254.125,0.705102,339.669,255.589,0.281837,172.912,333.941,0.51935,138.727,329.715,0.523848,53.2037,345.326,0.766887,212.86,415.161,0.627776,205.734,333.94,0.517705,288.326,348.269,0.652897,110.236,393.831,0.448364,162.921,107.292,0.879723,198.508,98.8726,0.889668,141.51,114.492,0.650245,224.276,98.8254,0.713836,73.1527,428.058,0.519219,81.7229,427.987,0.477324,0.0,0.0,0.0,271.272,413.786,0.251315,264.124,422.321,0.210528,221.35,426.604,0.275126
26,1,178.607,120.286,0.877994,181.475,178.628,0.701547,124.46,191.468,0.654589,118.839,296.897,0.818107,181.465,358.214,0.649601,241.35,165.79,0.647002,298.353,252.749,0.689264,348.229,252.745,0.282794,172.932,333.944,0.524578,138.738,329.716,0.528951,53.2033,345.326,0.767457,212.85,415.158,0.629308,207.13,333.938,0.518954,288.345,349.623,0.654643,110.225,393.829,0.449295,161.532,107.298,0.874482,197.177,98.8721,0.885068,140.15,113.088,0.660401,224.214,100.251,0.682963,73.1532,428.044,0.523811,81.7203,426.637,0.481166,0.0,0.0,0.0,271.273,413.781,0.260552,262.73,422.333,0.217229,219.977,426.599,0.278411
27,1,177.274,121.607,0.882595,181.49,178.624,0.700813,123.084,191.485,0.657191,118.842,296.905,0.81814,181.467,358.222,0.645516,242.721,165.789,0.641926,294.084,248.463,0.701239,338.272,254.124,0.421484,172.943,333.941,0.524542,138.745,329.715,0.52722,53.2039,345.328,0.769304,212.857,415.161,0.627514,207.133,333.937,0.518712,286.955,349.624,0.653757,108.838,393.865,0.44504,160.133,107.308,0.870209,197.155,98.866,0.882096,140.142,111.687,0.641649,222.877,100.284,0.694883,73.1343,428.044,0.524667,81.7215,427.988,0.482649,0.0,0.0,0.0,272.675,413.771,0.254609,264.131,422.317,0.21108,221.346,426.617,0.278303
28,1,177.257,121.612,0.881079,181.504,178.653,0.693593,123.082,191.474,0.66042,118.843,296.901,0.816505,181.47,358.219,0.649949,242.747,165.833,0.633208,295.504,251.31,0.717395,346.771,248.469,0.479707,172.95,333.943,0.528588,138.746,329.712,0.528524,53.2071,345.327,0.767627,212.849,415.169,0.638317,207.138,333.95,0.523902,286.957,349.619,0.666621,108.826,393.858,0.441949,160.094,107.315,0.871364,197.128,98.8535,0.877567,140.172,117.352,0.666777,224.246,98.863,0.703157,73.1406,428.046,0.523606,81.7209,427.987,0.482129,0.0,0.0,0.0,272.707,413.777,0.276591,265.557,420.918,0.230141,219.969,426.609,0.293214
29,1,177.235,121.622,0.887179,181.501,178.649,0.696176,123.079,191.458,0.665651,118.84,296.897,0.81639,181.468,358.212,0.649841,242.737,165.846,0.633126,296.91,251.335,0.735086,346.778,247.09,0.601397,172.953,333.939,0.531151,138.747,329.708,0.529569,53.2118,345.33,0.766221,212.844,415.166,0.635556,207.144,333.947,0.527159,286.953,349.622,0.663227,108.825,393.855,0.440932,158.699,107.321,0.871785,195.752,98.8618,0.866269,140.165,117.363,0.660659,222.848,100.256,0.700382,73.1396,428.052,0.524024,81.7204,427.995,0.482783,0.0,0.0,0.0,271.282,413.774,0.254009,264.123,422.315,0.212058,219.965,426.601,0.284565
