frame,person,KP_1_x,KP_1_y,KP_1_confidence,KP_2_x,KP_2_y,KP_2_confidence,KP_3_x,KP_3_y,KP_3_confidence,KP_4_x,KP_4_y,KP_4_confidence,KP_5_x,KP_5_y,KP_5_confidence,KP_6_x,KP_6_y,KP_6_confidence,KP_7_x,KP_7_y,KP_7_confidence,KP_8_x,KP_8_y,KP_8_confidence,KP_9_x,KP_9_y,KP_9_confidence,KP_10_x,KP_10_y,KP_10_confidence,KP_11_x,KP_11_y,KP_11_confidence,KP_12_x,KP_12_y,KP_12_confidence,KP_13_x,KP_13_y,KP_13_confidence,KP_14_x,KP_14_y,KP_14_confidence,KP_15_x,KP_15_y,KP_15_confidence,KP_16_x,KP_16_y,KP_16_confidence,KP_17_x,KP_17_y,KP_17_confidence,KP_18_x,KP_18_y,KP_18_confidence,KP_19_x,KP_19_y,KP_19_confidence,KP_20_x,KP_20_y,KP_20_confidence,KP_21_x,KP_21_y,KP_21_confidence,KP_22_x,KP_22_y,KP_22_confidence,KP_23_x,KP_23_y,KP_23_confidence,KP_24_x,KP_24_y,KP_24_confidence,KP_25_x,KP_25_y,KP_25_confidence
22,1,211.578,173.411,0.936483,214.046,249.642,0.85989,125.054,277.608,0.724873,175.873,427.564,0.806524,313.167,356.347,0.769468,298.014,216.544,0.755939,376.759,353.761,0.88954,234.376,414.737,0.614853,292.867,455.523,0.697049,231.74,473.372,0.669719,259.844,658.987,0.684314,358.961,869.945,0.452126,356.474,437.706,0.657943,414.807,623.322,0.704197,386.889,885.208,0.399882,191.156,150.522,0.950573,231.835,153.006,0.952563,152.929,155.607,0.79786,252.189,163.154,0.459294,343.708,902.853,0.0945815,0.0,0.0,0.0,397.044,895.357,0.236033,333.476,890.224,0.0806967,0.0,0.0,0.0,361.502,882.625,0.147785
23,1,211.581,173.409,0.93642,214.043,249.645,0.859759,125.055,277.602,0.724925,175.875,427.573,0.806819,313.161,356.348,0.767482,300.437,216.559,0.752334,376.768,353.765,0.888302,234.362,412.363,0.615057,292.858,455.529,0.698992,231.735,473.366,0.671701,259.821,658.987,0.691605,361.473,867.413,0.449065,356.471,437.719,0.657493,414.819,623.298,0.704866,386.869,885.196,0.395452,191.162,150.517,0.950623,231.837,153.004,0.952716,152.928,155.586,0.786929,252.192,163.167,0.449988,343.666,900.44,0.0996916,0.0,0.0,0.0,397.038,895.359,0.233846,333.465,885.187,0.0841907,0.0,0.0,0.0,364.073,880.1,0.135451
24,1,211.576,173.413,0.935154,214.058,249.65,0.858794,125.067,277.615,0.723425,175.865,427.574,0.807976,313.155,356.35,0.767769,300.444,216.551,0.753306,376.769,353.777,0.88947,234.359,412.365,0.614156,292.872,455.531,0.698456,231.749,473.364,0.672009,259.768,658.982,0.701443,361.507,869.883,0.458017,356.474,437.725,0.656847,414.83,620.886,0.711025,386.887,885.19,0.393748,191.158,150.518,0.951955,231.839,153.008,0.950343,152.941,155.577,0.784467,252.196,163.172,0.463818,343.664,900.415,0.0995614,358.942,915.706,0.0950898,397.063,895.357,0.234979,333.491,887.696,0.0856499,0.0,0.0,0.0,369.103,880.111,0.13809
25,1,211.572,173.418,0.934238,214.061,249.644,0.857874,125.071,277.613,0.724288,175.866,427.575,0.807757,313.144,356.347,0.76768,300.449,216.55,0.753138,376.772,353.762,0.886041,234.38,412.37,0.610563,292.875,455.54,0.698559,231.751,473.372,0.672413,259.778,658.992,0.699804,361.496,869.94,0.457172,356.481,437.736,0.655839,414.83,620.882,0.711767,386.904,885.183,0.385424,191.163,150.513,0.952733,231.834,153.008,0.950161,152.948,155.54,0.785584,252.189,163.142,0.467187,343.653,900.452,0.0915844,0.0,0.0,0.0,397.082,895.341,0.232946,333.521,890.215,0.0813171,0.0,0.0,0.0,366.581,882.598,0.143407
26,1,211.578,173.427,0.933966,214.057,249.66,0.860581,125.063,277.621,0.72356,173.505,427.567,0.808332,313.157,356.351,0.764768,300.453,216.568,0.751072,376.773,353.769,0.887164,234.37,412.371,0.609269,292.862,455.522,0.697924,231.746,473.356,0.671731,259.775,658.993,0.70052,361.464,869.905,0.451054,356.468,437.72,0.657339,414.831,620.89,0.703244,386.911,885.179,0.381351,191.165,150.516,0.953809,231.841,153.012,0.953431,152.948,155.546,0.789574,252.197,163.173,0.473829,343.681,900.426,0.0924345,0.0,0.0,0.0,397.073,895.328,0.233121,333.472,887.68,0.0867617,0.0,0.0,0.0,364.051,882.587,0.144002
27,1,211.567,173.421,0.93541,214.055,249.657,0.861083,125.069,277.625,0.723793,175.873,427.574,0.807937,313.108,356.354,0.766335,300.446,216.558,0.752639,376.78,353.777,0.889999,234.369,412.367,0.613034,292.873,455.504,0.694663,231.739,473.349,0.670739,257.348,658.973,0.71049,358.988,869.901,0.455595,356.473,437.694,0.655179,414.851,620.837,0.725145,384.368,885.202,0.414593,191.164,150.517,0.955452,231.839,153.014,0.953904,152.957,155.547,0.778984,252.204,163.183,0.494662,343.684,902.832,0.0982966,0.0,0.0,0.0,394.546,897.834,0.236326,333.503,890.239,0.0773629,0.0,0.0,0.0,361.528,882.586,0.141996
28,1,211.565,173.433,0.933439,214.058,249.667,0.860654,125.061,277.635,0.72368,175.862,427.569,0.808824,313.112,356.35,0.766252,300.444,216.567,0.751456,376.775,353.774,0.890073,234.361,412.36,0.611165,292.855,455.502,0.694558,229.334,473.346,0.668523,259.792,658.98,0.703626,358.939,869.919,0.460137,356.455,437.685,0.655753,414.839,620.878,0.720079,384.353,885.211,0.424299,191.16,150.523,0.95241,231.837,153.025,0.95251,152.963,155.55,0.780622,252.192,163.192,0.494017,343.656,902.845,0.101952,409.771,908.056,0.0878334,394.537,897.848,0.240545,333.496,892.791,0.0770963,0.0,0.0,0.0,361.484,882.59,0.144417
29,1,211.57,173.434,0.933856,214.057,249.667,0.861202,125.053,277.632,0.723012,175.862,427.575,0.808279,313.117,356.34,0.764786,300.456,216.57,0.751348,376.777,353.77,0.889749,234.375,412.361,0.610344,292.86,455.494,0.693001,231.728,473.348,0.668356,259.807,658.983,0.700692,356.45,869.94,0.458477,356.438,435.278,0.654505,414.837,620.882,0.720596,384.346,885.196,0.433456,191.168,150.526,0.955083,231.841,153.03,0.951014,152.962,155.531,0.784827,252.196,163.198,0.491247,343.661,902.905,0.0955763,407.235,908.087,0.0904451,394.5,897.84,0.237782,333.529,897.861,0.0727783,333.421,897.885,0.10119,358.941,882.629,0.153251
30,1,211.571,173.427,0.93516,214.062,249.665,0.861371,125.055,277.636,0.723799,175.869,427.584,0.808692,313.125,356.345,0.767592,300.454,216.57,0.75227,376.786,353.772,0.889292,234.37,412.363,0.615222,292.864,455.502,0.692763,229.334,473.345,0.665608,259.813,658.991,0.693256,356.389,872.442,0.454128,356.458,437.685,0.655396,414.843,620.875,0.716996,384.339,885.199,0.434025,191.176,150.526,0.954818,231.84,153.025,0.952967,152.96,153.153,0.789212,252.193,163.2,0.496124,343.684,902.935,0.0921005,407.234,908.091,0.089996,394.488,895.365,0.237458,333.544,900.329,0.0740244,333.407,900.36,0.101267,356.48,882.68,0.163118
31,1,211.568,173.426,0.936609,214.06,249.671,0.863649,125.048,277.633,0.72368,175.869,427.579,0.807712,313.117,356.348,0.766482,300.467,216.588,0.745899,376.783,353.781,0.889181,234.385,412.375,0.612074,292.875,455.544,0.694879,231.747,475.79,0.669138,259.81,658.981,0.689878,356.414,869.951,0.458497,356.481,437.726,0.655847,414.837,623.289,0.706123,384.338,885.196,0.428481,191.176,150.526,0.955934,231.845,153.031,0.952032,152.957,153.149,0.789814,252.21,163.226,0.503248,343.665,902.93,0.0900869,369.112,928.4,0.0959705,394.502,895.354,0.235916,330.998,892.749,0.0667445,0.0,0.0,0.0,356.515,882.647,0.161621
