frame,person,KP_0_x,KP_0_y,KP_1_x,KP_1_y,KP_2_x,KP_2_y,KP_3_x,KP_3_y,KP_4_x,KP_4_y,KP_5_x,KP_5_y,KP_6_x,KP_6_y,KP_16_x,KP_16_y
704,1,417.628,126.938,317.722,173.551,253.395,173.527,295.57,342.084,444.137,322.105,382.135,175.735,381.995,288.867,0,0
705,1,417.653,124.706,317.711,171.376,253.366,171.368,306.609,337.687,450.811,317.7,384.293,173.506,382.094,291.022,0,0
706,1,417.665,122.522,319.932,171.338,253.375,171.32,308.828,337.684,453.033,315.56,386.518,173.496,382.127,288.908,0,0
707,1,417.668,122.511,319.919,171.344,253.366,171.324,310.997,335.48,457.473,317.688,386.489,171.381,384.238,291.03,0,0
708,1,417.67,122.517,319.934,171.332,255.541,169.185,311.16,335.467,466.312,315.555,386.478,173.516,384.279,291.105,0,0
709,1,419.727,122.557,319.912,171.308,255.572,171.297,313.31,333.304,466.364,313.321,384.253,171.303,384.351,291.118,0,0
710,1,419.729,124.73,319.941,171.316,255.633,171.328,317.749,333.303,468.557,313.325,382.123,171.298,386.483,291.184,0,0
711,1,417.67,124.763,319.94,171.331,255.598,171.38,319.967,333.285,468.466,313.293,384.253,171.281,388.722,293.288,0,0
712,1,417.657,124.753,322.118,171.365,255.591,173.519,322.133,333.234,466.349,313.308,386.511,171.335,390.899,293.345,0,0
713,1,417.659,124.753,322.107,171.357,255.576,173.508,322.132,333.235,466.351,313.308,386.508,171.33,390.895,293.344,0,0
714,1,417.664,124.764,322.124,173.502,255.584,175.756,324.327,331.109,466.36,313.323,388.684,171.33,388.739,293.294,0,0
715,1,417.657,126.979,322.152,171.379,255.559,173.551,324.353,333.227,468.483,315.475,390.898,171.357,390.911,293.281,0,0
716,1,419.757,129.107,322.144,175.714,255.595,177.979,324.406,333.245,468.536,315.514,390.933,173.497,390.921,293.28,415.38,113.53
717,1,419.768,129.133,322.163,173.548,255.627,177.966,326.498,333.281,468.583,315.533,388.719,171.321,390.948,293.252,415.329,111.464
718,1,419.74,129.137,322.137,173.505,255.635,177.936,326.486,333.276,468.554,315.565,386.513,171.288,390.895,291.167,415.315,113.581
719,1,419.764,129.167,322.142,171.358,255.631,177.939,326.483,333.273,468.591,313.316,388.672,169.12,386.535,291.149,415.346,113.539
720,1,419.785,129.193,322.121,173.513,255.624,180.16,324.389,333.24,468.555,311.18,388.691,169.14,386.513,291.118,415.385,113.559
721,1,419.799,129.187,322.138,173.503,255.602,180.145,324.34,333.232,468.53,311.163,388.711,169.135,386.509,291.164,415.381,113.545
722,1,419.793,129.183,322.132,173.505,255.601,180.187,324.295,333.288,468.489,311.155,388.716,169.092,386.523,291.166,415.39,113.526
723,1,419.789,129.178,322.126,173.507,255.591,177.988,317.718,335.502,466.279,313.284,388.692,169.129,386.493,291.084,415.398,113.557
724,1,419.799,129.21,322.154,173.524,255.622,177.934,313.373,339.941,464.09,313.251,388.699,169.2,386.528,291.046,415.419,113.594
725,1,419.803,129.199,322.165,173.511,255.622,175.78,313.369,339.928,464.085,313.253,388.703,169.19,386.527,291.043,415.412,113.58
726,1,419.793,129.195,322.162,173.574,255.614,175.777,311.062,344.243,459.692,313.362,388.715,171.39,386.499,291.043,415.415,113.587
727,1,419.785,129.138,319.964,171.397,255.567,173.576,308.811,344.272,453.017,313.375,386.511,171.326,384.322,291.042,415.393,113.538
728,1,417.661,129.163,319.917,171.365,253.367,173.5,295.525,344.332,437.505,317.697,384.341,171.358,384.241,291.042,415.279,113.529
729,1,417.673,129.198,317.737,173.521,251.184,173.567,293.264,344.367,435.312,319.955,384.307,173.512,382.12,291.02,415.307,113.568
730,1,417.66,129.206,317.701,177.928,248.978,175.766,291.084,344.428,435.261,322.151,386.495,177.959,382.113,288.904,415.284,113.602
731,1,417.629,131.295,317.707,177.933,251.186,173.574,288.919,344.44,433.052,322.195,384.339,180.146,382.116,291.018,415.242,113.672
732,1,417.603,131.31,313.309,180.151,246.736,177.995,288.802,344.42,432.999,324.412,382.138,180.198,382.095,288.834,415.237,113.655
733,1,417.531,131.301,311.119,182.328,244.546,180.21,286.625,346.486,428.646,326.505,382.051,182.359,382.07,286.63,415.242,113.622
734,1,417.453,131.337,311.044,182.326,242.318,182.358,284.441,346.492,428.663,326.506,382.031,182.334,382.036,284.477,415.245,113.701
735,1,415.352,131.39,308.872,180.18,240.155,182.352,282.247,346.52,426.432,326.542,379.833,180.163,382.058,286.651,415.218,115.804
736,1,415.31,131.384,308.846,180.198,240.145,182.333,282.261,346.539,428.637,326.55,379.795,182.333,381.992,284.48,415.261,115.899
737,1,415.31,131.39,308.837,180.189,240.135,180.22,282.26,346.533,428.664,326.546,379.798,182.327,381.982,284.441,415.262,115.891
738,1,415.267,131.4,308.769,180.137,240.055,182.327,282.22,346.552,428.595,326.575,379.736,177.995,379.882,282.245,0,0
739,1,415.209,131.426,308.768,180.2,237.9,182.382,282.234,346.573,428.6,326.579,379.797,180.151,379.879,282.202,413.092,115.94
740,1,413.132,131.432,306.67,182.337,237.822,182.428,282.2,346.561,426.421,326.606,379.804,180.15,379.888,282.215,413.011,115.881
741,1,413.059,131.468,306.646,182.35,237.813,184.521,280.038,346.562,424.178,326.618,379.759,180.144,379.882,282.209,410.902,115.929
742,1,413.04,131.49,306.66,182.405,237.845,184.527,277.879,346.608,421.983,326.61,379.757,182.38,381.989,282.253,413.012,115.941
743,1,413.056,131.49,306.658,182.398,237.83,182.437,277.865,346.629,422.041,326.616,379.772,182.38,379.892,279.989,413.049,115.941
744,1,413.051,133.498,306.665,182.381,237.804,182.418,277.819,346.639,422.034,326.628,379.785,182.389,379.911,280.054,413.018,115.924
745,1,413.076,133.496,308.761,182.395,237.819,184.524,277.798,348.745,421.995,326.627,379.814,182.363,382.02,280.054,413.075,115.962
746,1,413.098,133.503,308.782,182.437,237.869,184.525,277.805,348.738,421.998,326.631,379.811,182.433,382.007,282.235,413.108,115.964
747,1,413.138,133.53,308.776,182.432,237.898,184.532,277.85,348.768,421.981,326.656,379.776,182.397,379.896,279.994,415.201,115.993
748,1,413.154,133.518,308.818,184.53,237.914,184.561,280.029,346.685,426.394,326.634,379.827,182.422,382.044,280.005,415.2,116.017
749,1,413.154,133.518,308.82,184.53,237.917,184.556,280.019,346.681,426.391,326.635,379.831,182.425,382.043,280.006,415.202,116.016
750,1,415.239,133.525,308.839,184.532,237.914,182.432,280.062,348.74,426.43,326.61,379.87,184.561,382.103,284.451,415.252,116.011
751,1,415.248,133.499,308.838,184.531,240.025,182.436,282.212,346.686,428.64,326.595,379.847,184.563,382.126,284.465,415.244,115.99
752,1,415.265,133.512,308.835,184.516,240.045,182.427,282.253,348.751,428.655,326.577,379.833,184.549,382.12,284.44,415.255,115.987
753,1,415.275,133.531,308.85,184.519,240.083,182.436,284.444,348.758,430.795,326.526,379.837,184.532,382.079,284.469,415.243,115.982
754,1,415.274,133.53,308.84,184.525,240.069,182.436,284.451,346.684,430.811,326.519,379.821,184.533,382.05,284.471,415.26,116.004
755,1,415.287,133.535,308.831,184.531,240.065,184.537,284.45,346.669,426.431,326.522,379.809,184.531,382.047,286.618,415.26,115.983
756,1,415.295,133.537,308.823,184.523,240.063,184.534,284.457,346.667,426.42,326.517,379.809,184.525,382.046,284.457,415.263,115.978
757,1,415.296,133.545,308.827,184.528,240.065,184.544,284.461,346.668,424.226,326.5,379.805,184.528,382.066,284.462,415.252,115.977
758,1,415.274,133.54,308.84,184.52,240.066,184.536,284.436,346.675,424.236,326.479,379.827,182.443,382.064,284.429,415.252,115.988
759,1,415.278,133.529,308.848,184.515,240.053,182.439,284.451,346.641,424.22,326.487,379.827,184.529,382.053,284.417,415.251,115.996
760,1,415.288,133.536,308.842,182.433,240.032,182.444,284.435,346.628,422.041,326.485,379.83,182.433,382.016,282.238,415.248,115.995
761,1,415.29,133.538,308.836,182.418,240.038,182.421,284.442,346.622,422.035,326.481,379.832,182.431,382.029,282.252,415.247,115.994
762,1,415.276,133.533,308.84,182.41,240.038,182.42,284.41,346.635,424.181,326.481,379.822,182.411,382.004,282.225,415.245,115.993
763,1,415.258,133.518,308.843,184.522,237.917,182.436,284.428,346.617,422.029,326.483,379.849,184.543,382.025,282.261,415.226,115.987
764,1,415.24,133.521,308.851,184.527,240.025,182.437,284.416,346.619,422.035,326.487,379.847,184.55,382.034,282.261,415.207,115.986
765,1,415.232,133.532,308.825,184.529,237.912,184.544,284.41,346.605,421.985,324.401,379.81,184.543,382.048,284.461,415.191,115.984
766,1,415.229,133.537,308.807,182.443,237.916,184.529,282.267,346.629,421.965,324.37,379.785,182.441,382.038,286.624,415.215,115.99
767,1,415.222,133.514,308.809,184.527,237.91,184.546,284.43,346.627,422.01,324.325,379.788,184.539,382.03,286.645,415.193,115.976
768,1,413.153,133.516,308.774,184.52,237.888,184.546,284.444,346.641,419.834,324.297,379.772,184.522,379.907,286.637,415.19,115.998
769,1,413.158,133.498,308.8,184.552,237.86,184.569,284.434,346.617,421.975,322.185,379.813,184.544,379.866,286.68,415.195,115.981
770,1,413.14,131.462,308.825,184.537,237.89,184.542,284.428,346.604,421.954,322.154,379.841,184.543,379.817,286.65,413.118,115.957
771,1,413.124,131.437,308.798,184.533,237.877,184.559,284.447,346.621,422.003,322.189,379.81,184.533,379.76,284.472,413.128,115.973
772,1,413.094,131.417,308.787,182.397,240.04,184.554,284.465,346.639,422.001,322.168,379.768,182.328,377.578,280.048,413.027,115.927
773,1,413.086,131.415,308.775,182.384,240.029,184.549,284.466,346.634,422.007,322.164,379.75,180.208,377.566,280.047,413.013,115.927
774,1,413.078,131.397,308.754,182.364,240.022,184.533,284.457,346.633,422.019,322.175,377.627,180.185,377.566,282.198,410.877,115.862
775,1,413.077,131.381,308.804,182.364,240.025,184.531,284.478,346.614,421.967,324.298,379.744,180.176,377.616,282.193,408.672,115.872
776,1,413.092,131.387,308.837,182.392,240.048,184.546,284.488,346.613,422.019,324.328,379.768,180.215,377.622,279.987,410.834,115.87
777,1,413.083,131.351,308.85,182.375,240.052,184.534,286.63,346.606,421.967,324.325,379.777,180.204,379.746,280.008,406.49,115.792
778,1,413.07,131.345,308.853,182.376,240.05,182.443,286.62,346.608,419.847,324.322,379.785,182.329,379.775,282.194,406.469,115.78
779,1,413.081,131.335,308.852,182.385,240.036,184.534,286.631,346.588,421.996,324.298,379.774,182.324,377.634,280.048,406.452,115.757
780,1,413.076,131.327,308.811,182.363,240.044,184.553,286.669,346.563,421.972,324.302,377.627,180.161,377.616,282.201,406.438,115.761
781,1,413.072,131.335,308.816,182.385,240.049,184.55,286.668,346.57,421.954,324.293,377.639,180.213,377.615,282.232,404.298,115.769
782,1,413.06,131.36,308.829,182.416,240.038,184.547,286.678,346.573,419.846,322.182,377.651,182.359,377.631,282.254,404.272,115.762
783,1,413.045,131.35,308.8,182.395,237.918,182.438,286.685,346.578,419.841,322.164,379.737,182.347,377.629,282.228,404.224,115.767
784,1,413.061,131.343,308.823,182.362,237.909,182.439,288.802,346.567,419.835,322.137,379.767,180.154,379.775,284.413,404.259,113.736
785,1,413.065,131.346,308.812,182.365,237.914,182.436,288.816,346.56,419.818,322.14,379.762,180.164,379.756,284.424,404.275,113.735
786,1,413.068,131.335,308.813,180.213,240.031,184.545,288.807,346.567,421.994,319.977,379.748,175.758,377.635,284.427,404.22,115.738
787,1,413.061,131.338,308.833,182.329,240.056,184.524,286.685,346.541,421.997,319.962,379.776,177.957,377.625,284.426,404.249,113.753
788,1,413.041,131.32,308.79,178,240.035,182.372,284.487,346.524,421.997,322.104,377.651,175.743,377.654,286.631,402.115,113.728
789,1,410.935,131.325,308.761,177.963,240.058,182.413,286.61,346.515,421.975,322.108,377.577,173.519,377.633,284.439,402.089,113.699
790,1,410.934,131.285,306.662,177.954,240.021,182.373,284.464,346.49,419.849,319.971,377.597,173.514,377.601,284.423,402.085,113.624
791,1,413.042,131.291,308.769,177.949,237.921,182.36,284.454,346.498,421.969,319.947,377.651,173.512,377.603,284.416,404.223,113.603
792,1,413.056,131.269,308.76,177.939,237.909,182.345,284.473,346.492,419.832,319.943,377.623,173.514,379.75,284.426,404.259,113.582
793,1,413.034,131.265,306.665,177.954,237.913,182.35,284.483,346.495,422.001,319.934,377.615,173.547,377.599,282.233,402.109,113.628
794,1,413.043,129.19,306.618,175.734,237.89,182.398,284.469,346.481,421.98,319.93,377.57,171.276,377.558,280.048,404.226,113.525
795,1,413.032,131.251,306.63,177.951,237.876,182.407,284.413,346.488,422.013,319.92,377.585,171.38,375.421,282.2,404.222,113.557
796,1,410.931,129.188,306.604,175.779,237.85,182.42,284.42,346.482,421.973,319.959,377.598,171.326,375.427,280.04,402.077,113.542
797,1,410.933,129.191,306.615,175.781,237.88,182.433,284.436,346.47,421.958,319.96,377.587,171.329,377.56,282.202,402.078,113.539
798,1,410.914,131.276,306.637,177.973,237.884,184.521,282.248,346.485,419.821,319.966,377.602,173.509,377.591,280.042,402.073,113.62
799,1,410.922,131.298,306.664,178.001,237.897,184.519,282.226,346.473,419.828,319.951,377.648,175.725,377.61,280.04,402.058,113.682
800,1,410.916,131.316,308.75,177.948,237.9,182.41,282.21,346.495,421.956,317.756,377.611,173.545,377.578,280.053,402.037,113.742
801,1,410.921,131.3,308.762,177.938,237.914,182.409,282.2,346.487,419.77,317.744,377.609,173.527,377.585,282.201,404.221,113.737
802,1,410.911,131.284,308.81,180.175,237.899,182.351,282.247,344.435,421.972,315.548,379.757,177.993,379.777,286.696,404.261,113.749
803,1,410.924,131.255,308.79,180.171,237.91,182.341,282.23,344.434,426.393,313.348,379.746,177.99,379.823,288.876,404.212,113.727
804,1,413.101,131.269,306.631,175.782,237.9,180.207,282.199,344.418,426.396,313.339,375.427,173.567,379.867,286.686,408.69,113.708
805,1,413.122,131.252,306.643,180.149,237.913,180.187,280.056,344.413,424.228,313.312,377.543,177.999,379.897,288.818,0,0
806,1,413.137,129.175,304.417,180.132,237.801,182.345,280.026,346.488,426.409,313.3,375.407,175.774,381.987,288.894,0,0
807,1,415.23,129.107,302.227,177.965,235.671,180.219,279.973,346.508,426.398,313.323,373.152,175.724,379.901,288.917,0,0
808,1,415.26,129.103,299.943,178.003,233.439,182.387,277.828,346.506,424.241,315.47,370.936,175.743,379.89,288.888,0,0
809,1,415.26,129.09,297.809,177.984,233.441,182.394,277.822,346.504,426.399,315.468,368.772,173.575,379.887,288.879,0,0
810,1,415.233,129.079,297.784,175.777,231.241,182.347,277.749,346.497,422.014,315.515,370.947,173.524,381.991,288.9,0,0
811,1,415.233,129.149,299.958,175.724,231.226,180.154,275.638,346.52,422,315.56,370.98,173.508,381.986,288.846,0,0
812,1,415.212,131.304,297.729,173.555,233.42,180.135,275.535,346.521,419.738,317.754,366.582,171.345,382.061,288.827,0,0
813,1,415.238,131.375,295.507,175.73,233.402,180.154,275.48,346.562,417.615,319.959,364.296,173.507,379.86,286.671,0,0
814,1,415.267,131.474,295.603,175.742,231.216,180.188,273.445,346.556,419.784,319.973,366.556,171.363,379.884,286.686,0,0
815,1,415.284,131.461,299.944,175.773,231.23,180.183,273.453,346.557,419.82,322.118,370.957,171.374,382.006,288.878,0,0
816,1,415.302,133.501,302.155,177.938,231.21,182.361,275.492,346.588,419.805,322.123,375.355,171.356,379.911,288.864,0,0
817,1,415.253,133.638,302.177,177.982,231.196,182.393,275.5,346.545,419.771,322.117,375.372,173.505,381.997,288.868,0,0
818,1,415.293,133.669,299.977,180.134,229.024,182.429,275.54,346.561,419.746,322.115,373.197,173.502,381.989,288.839,0,0
819,1,415.298,133.665,297.805,177.966,231.188,182.426,275.552,346.558,419.802,322.12,373.151,171.348,379.914,288.808,0,0
820,1,415.289,133.675,297.785,177.97,231.226,182.425,275.554,346.554,419.828,322.119,370.96,171.371,381.988,288.815,0,0
821,1,415.29,133.671,297.78,177.961,231.224,182.417,275.555,346.559,419.824,322.121,370.946,171.364,379.907,286.666,0,0
822,1,415.314,133.671,297.736,177.977,231.232,184.551,275.592,346.563,421.961,322.117,368.715,171.357,379.863,286.66,0,0
823,1,415.321,133.678,295.595,177.966,231.213,184.626,275.581,346.579,421.987,322.111,366.536,171.327,379.843,286.639,0,0
824,1,415.359,133.709,297.76,180.193,233.409,184.659,275.619,346.614,421.977,322.11,366.557,171.371,379.892,286.653,0,0
825,1,415.391,133.705,295.581,182.342,233.423,184.674,275.621,346.612,421.968,322.126,364.313,173.542,381.994,286.677,0,0
826,1,415.413,133.708,295.512,180.22,233.427,184.648,275.59,346.628,419.845,322.125,362.107,173.542,381.984,286.677,0,0
827,1,417.457,133.694,295.527,182.335,233.433,184.683,275.591,346.633,419.847,322.109,362.1,173.542,382.048,288.808,0,0
828,1,417.465,133.712,295.551,182.325,233.442,184.639,275.575,346.64,421.993,319.966,362.127,173.564,382.042,286.695,0,0
829,1,415.425,133.727,295.577,182.333,233.427,184.657,275.616,346.64,422.018,319.97,364.296,173.551,381.984,286.697,0,0
830,1,417.458,133.728,295.597,182.326,233.441,184.644,275.608,346.629,422.035,319.937,364.33,173.542,379.872,286.63,0,0
831,1,417.455,133.722,295.588,182.343,233.421,184.671,275.638,346.616,424.208,319.938,364.34,173.544,379.84,286.653,0,0
832,1,417.482,133.704,299.956,182.361,233.433,184.662,275.624,346.596,422.008,322.102,370.933,175.721,379.828,288.839,0,0
833,1,417.489,133.698,299.967,182.368,233.437,184.672,275.629,346.595,422.018,322.111,370.95,175.731,379.803,286.691,0,0
834,1,417.474,133.704,299.954,182.362,233.453,184.638,275.633,346.6,421.98,322.101,368.757,175.755,379.852,284.467,0,0
835,1,417.476,133.704,297.808,182.355,233.425,184.633,275.649,346.612,421.978,319.952,368.76,175.739,379.868,284.471,0,0
836,1,417.466,133.722,297.802,182.383,233.436,184.637,275.655,346.633,422.007,319.935,368.731,177.935,379.873,284.474,0,0
837,1,417.475,133.722,297.791,182.38,233.429,184.635,275.651,346.621,422.039,317.763,368.722,177.937,379.884,286.613,0,0
838,1,417.47,133.722,302.176,182.368,233.442,184.604,275.65,346.61,424.169,317.747,373.164,177.93,379.877,286.629,0,0
839,1,417.475,133.708,297.786,182.381,233.407,184.651,275.666,346.596,424.173,317.708,368.764,175.77,379.87,284.475,0,0
840,1,417.462,133.722,299.949,182.372,233.426,184.618,275.674,346.593,424.23,315.547,368.775,175.786,379.807,284.475,0,0
841,1,415.423,133.714,302.163,182.373,233.418,184.631,275.685,346.585,424.22,315.563,373.194,175.771,379.813,284.428,0,0
842,1,417.462,133.688,299.964,182.41,233.42,184.62,277.776,346.56,426.403,315.512,370.983,177.983,377.651,284.441,0,0
843,1,415.416,133.686,299.95,182.351,233.423,184.65,277.808,346.551,426.395,315.514,370.935,175.739,379.761,284.417,0,0
844,1,415.4,133.693,297.767,182.355,233.402,184.611,277.842,346.55,424.246,315.508,366.574,175.77,379.794,284.474,0,0
845,1,415.391,133.698,297.743,182.375,233.398,184.611,277.849,346.555,424.228,315.505,366.542,177.948,379.791,284.478,0,0
846,1,415.393,133.702,297.742,182.359,233.416,184.573,277.843,346.545,424.212,315.505,366.524,177.955,379.794,284.473,0,0
847,1,415.382,133.721,297.789,182.401,233.406,184.586,277.848,346.559,424.235,315.485,368.733,180.146,379.9,286.682,0,0
848,1,415.39,133.695,299.943,180.208,233.431,184.579,277.863,346.546,426.392,313.374,368.746,175.744,379.909,286.663,0,0
849,1,415.381,133.689,302.193,182.365,233.452,184.615,277.872,346.548,424.225,315.472,370.997,177.941,381.987,286.684,0,0
850,1,415.373,133.671,302.179,182.343,233.449,184.644,277.845,346.533,424.245,313.361,370.992,175.728,379.901,286.688,0,0
851,1,415.374,133.682,302.167,180.175,233.443,184.614,277.871,346.535,424.185,313.347,370.974,173.522,379.907,286.673,0,0
852,1,415.375,133.653,302.222,180.149,235.607,184.612,277.868,346.511,424.205,313.344,373.152,171.377,379.905,286.689,0,0
853,1,415.384,133.633,304.384,180.171,235.615,184.617,279.977,346.488,424.203,313.352,373.198,173.499,379.915,288.809,0,0
854,1,415.334,133.677,304.387,180.185,235.605,184.594,277.867,346.518,424.203,313.354,373.195,173.532,379.871,286.693,0,0
855,1,415.331,133.663,302.213,180.204,235.614,184.647,279.989,346.515,424.229,313.34,373.166,173.511,379.905,286.686,0,0
856,1,415.32,133.662,302.204,180.197,235.606,184.634,277.879,346.51,426.449,313.317,373.154,173.516,381.998,288.822,0,0
857,1,415.322,133.66,302.191,180.195,233.458,184.64,279.984,346.515,426.406,313.325,373.147,173.512,381.994,288.81,0,0
858,1,415.314,133.652,304.37,182.34,233.448,184.622,279.973,346.502,426.395,313.347,375.373,175.734,379.909,288.817,0,0
859,1,415.292,133.717,304.421,182.367,233.445,184.632,277.879,346.507,426.419,313.343,375.429,175.775,381.982,288.818,0,0
860,1,415.251,133.728,302.196,182.354,233.44,184.63,277.881,346.504,426.397,313.337,373.191,175.749,379.907,286.674,0,0
861,1,415.246,135.781,302.207,182.348,233.444,184.626,277.879,346.511,424.229,313.344,373.189,175.737,381.984,286.693,0,0
862,1,415.218,135.81,304.429,182.372,235.599,184.595,279.974,346.513,426.42,313.333,377.567,180.171,382.019,288.833,0,0
863,1,415.227,135.807,304.44,182.34,233.427,184.547,279.979,346.509,426.422,313.341,377.6,180.133,382.031,288.83,0,0
864,1,415.235,135.791,304.444,182.333,233.441,184.559,277.879,346.498,426.383,313.335,377.581,177.977,382.051,288.829,0,0
865,1,415.22,135.805,304.421,182.344,233.427,184.587,279.976,346.509,424.208,313.326,377.572,177.982,382.008,286.7,0,0
866,1,415.22,135.803,304.428,182.338,233.42,184.561,279.977,346.501,424.197,313.327,377.598,177.992,382.003,286.703,0,0
867,1,415.227,135.817,304.441,182.368,233.416,184.587,279.983,346.505,426.401,313.294,377.611,180.169,381.994,288.844,0,0
868,1,415.221,135.83,306.562,182.385,233.409,184.588,277.879,346.516,426.402,313.305,377.632,180.203,382.021,288.87,0,0
869,1,415.227,135.818,306.565,182.389,233.412,184.596,277.875,346.521,426.409,313.297,377.63,180.208,382.032,288.869,0,0
870,1,415.224,135.818,306.557,182.376,233.416,184.564,277.878,346.505,424.226,313.298,377.618,180.219,382.022,288.837,0,0
871,1,415.231,135.828,306.565,182.383,233.409,184.542,277.879,346.503,424.193,313.285,377.636,182.336,382.066,288.885,0,0
872,1,415.227,135.832,304.443,182.362,233.397,182.444,277.881,346.496,424.176,313.281,377.621,180.197,382.067,288.888,0,0
873,1,415.239,135.823,306.58,182.393,233.406,182.434,279.978,346.492,424.171,313.28,379.74,182.375,382.058,288.908,0,0
874,1,415.243,135.787,306.588,182.364,231.239,184.524,277.861,346.5,424.219,313.288,379.756,180.168,382.035,288.921,0,0
875,1,415.306,133.694,306.575,182.339,231.243,184.54,277.878,346.477,422.036,313.296,379.744,175.776,382.046,288.869,0,0
876,1,415.322,133.69,306.617,182.365,233.398,182.443,277.878,344.437,424.184,313.309,379.816,177.988,382.053,288.882,0,0
877,1,415.275,133.684,306.606,182.331,233.406,182.388,280.011,344.407,424.216,313.305,379.791,180.166,379.913,288.839,0,0
878,1,415.243,135.86,306.57,180.184,231.241,180.206,280.039,344.389,424.196,313.288,379.757,180.151,379.893,288.833,0,0
879,1,415.277,138.008,304.439,180.154,233.44,180.187,282.218,344.371,424.208,313.258,379.756,180.177,379.889,288.915,0,0
880,1,413.158,140.258,304.419,180.192,233.44,182.343,282.264,344.376,424.241,311.143,377.622,180.19,379.811,288.917,0,0
881,1,413.148,140.266,304.417,180.203,233.438,180.22,282.254,344.373,424.194,311.162,377.617,180.219,379.822,288.914,0,0
882,1,413.117,138.098,306.565,182.347,233.436,182.335,282.265,344.387,426.462,311.1,379.74,182.376,379.826,288.914,0,0
883,1,413.155,140.244,304.429,180.195,233.45,180.217,284.413,344.402,426.46,311.069,377.652,180.199,379.842,288.868,0,0
884,1,413.123,142.446,306.579,182.363,233.451,182.358,284.421,344.4,428.602,311.119,379.78,182.344,381.983,288.858,0,0
885,1,413.086,142.48,304.432,182.365,233.446,182.353,284.405,344.411,428.605,311.119,377.642,182.378,379.907,288.861,0,0
886,1,413.065,142.483,304.361,182.342,233.451,182.346,282.273,344.415,428.596,311.109,377.579,182.391,379.899,288.841,0,0
887,1,415.206,135.884,304.376,180.188,233.453,182.359,284.42,344.361,426.403,311.132,377.601,180.144,379.881,288.827,0,0
888,1,413.102,135.883,306.564,180.153,233.444,182.368,284.428,344.343,428.595,311.07,379.738,175.763,379.884,286.698,0,0
889,1,413.071,135.823,306.57,180.16,233.435,182.369,284.426,344.351,428.635,311.024,379.743,175.767,379.888,288.832,0,0
890,1,413.039,135.857,306.585,178,233.429,182.345,284.424,344.343,426.418,310.987,379.76,175.752,379.871,288.835,0,0
891,1,413.052,133.725,306.589,177.979,233.431,182.355,284.48,344.342,426.423,311.01,379.745,173.538,379.861,288.861,0,0
892,1,413.059,133.665,304.369,177.996,233.429,180.194,286.656,344.358,426.422,310.987,377.562,177.933,379.822,288.884,0,0
893,1,413.056,133.677,304.362,180.137,233.423,180.22,286.65,344.363,426.42,310.985,377.559,175.782,379.81,288.898,0,0
894,1,413.033,135.799,302.182,177.974,233.414,180.165,286.659,344.358,426.431,308.93,375.391,175.785,379.812,288.913,0,0
895,1,413.052,135.795,302.22,177.984,233.43,180.177,286.667,344.373,424.235,308.933,377.56,175.764,379.83,288.925,0,0
896,1,413.042,135.853,302.228,180.147,233.432,180.184,286.682,344.382,424.248,308.905,377.568,177.942,379.814,291.005,0,0
897,1,413.039,135.85,302.223,177.994,233.401,180.184,286.702,344.4,426.391,308.885,377.571,175.765,379.793,291.048,0,0
898,1,413.038,135.855,304.373,180.147,233.412,180.181,286.687,344.395,424.244,308.871,377.576,177.941,379.818,291.053,0,0
899,1,413.046,135.815,302.225,180.145,233.437,180.206,286.649,344.391,426.424,308.88,377.567,175.765,379.826,291.066,0,0
900,1,413.05,133.658,304.399,177.948,233.448,180.199,286.646,344.395,426.461,308.827,377.588,173.553,379.803,291.08,0,0
901,1,410.916,133.585,306.556,175.782,233.436,180.188,286.622,344.394,426.464,308.732,377.644,173.509,379.836,291.099,0,0
902,1,413.047,133.606,304.382,177.983,233.401,180.206,284.455,344.367,428.595,306.638,377.615,175.761,379.876,291.095,0,0
903,1,410.872,133.648,304.43,180.185,233.41,180.217,284.42,344.393,424.2,306.58,377.657,177.992,379.839,291.139,0,0
904,1,410.865,133.603,304.422,180.204,233.411,180.192,282.267,344.348,424.195,304.446,377.654,180.189,379.868,293.256,0,0
905,1,410.861,133.603,304.407,180.212,233.41,180.186,282.258,344.362,424.205,304.446,377.649,180.213,379.867,293.255,0,0
906,1,408.715,133.659,304.426,180.146,231.233,177.934,282.205,344.338,421.955,306.563,377.658,182.328,379.899,291.167,0,0
907,1,408.699,133.648,302.174,180.164,229.009,177.995,282.2,344.33,421.991,304.374,377.56,180.199,379.82,291.173,0,0
908,1,408.689,133.674,304.382,180.158,229.002,180.137,280.049,344.287,419.8,302.161,377.621,180.139,379.821,291.112,0,0
909,1,408.643,135.807,302.178,180.134,229,180.15,282.207,344.285,419.791,300.02,377.546,177.984,379.761,291.096,0,0
910,1,406.501,135.807,304.37,180.173,231.214,180.167,282.217,344.295,419.847,299.996,377.604,180.18,375.367,291.05,0,0
911,1,406.497,135.789,302.159,177.984,231.18,180.177,284.418,344.313,419.781,299.946,377.559,175.782,373.167,288.914,0,0
912,1,406.504,133.705,300.007,177.986,231.189,180.188,284.447,344.316,419.835,297.724,375.42,177.929,375.414,291.066,0,0
913,1,406.469,135.779,299.944,180.134,231.179,180.21,286.643,344.317,422.016,295.555,373.202,177.935,379.766,291.073,0,0
914,1,406.47,133.714,299.98,180.15,231.184,180.186,286.699,344.303,422.031,295.526,375.398,177.983,379.775,291.106,0,0
