frame,person,KP_0_x,KP_0_y,KP_1_x,KP_1_y,KP_2_x,KP_2_y,KP_3_x,KP_3_y,KP_4_x,KP_4_y,KP_5_x,KP_5_y,KP_6_x,KP_6_y,KP_16_x,KP_16_y
2518,1,417.626,138.059,313.352,184.555,246.752,186.834,204.606,357.667,362.023,379.907,395.296,175.719,406.43,284.423,415.349,118.12
2519,1,417.639,138.061,313.325,184.516,246.744,186.84,204.606,357.668,362.025,379.918,393.176,173.502,406.434,284.431,415.36,118.142
2520,1,417.644,138.064,313.317,182.42,246.745,186.829,204.602,357.676,359.875,379.928,393.169,171.347,404.292,284.41,415.394,118.139
2521,1,417.642,138.031,313.327,182.437,246.761,186.845,204.596,357.66,359.879,379.929,393.158,171.344,404.294,284.407,415.377,118.118
2522,1,417.626,135.912,313.353,184.512,248.936,186.844,204.591,357.68,359.87,379.932,393.178,171.362,404.29,282.268,415.378,118.088
2523,1,417.617,138.009,313.362,182.444,248.937,186.796,204.605,357.644,359.905,379.931,395.289,173.518,404.298,282.276,415.378,118.089
2524,1,417.595,138.042,313.343,182.409,246.736,186.766,204.623,357.624,362.001,379.935,393.163,173.516,404.292,282.276,415.349,118.076
2525,1,417.592,138.054,313.34,184.513,246.73,186.807,204.625,357.633,362.001,379.928,393.17,173.547,404.29,282.275,415.349,118.097
2526,1,417.578,138.09,313.345,184.518,246.726,186.803,204.637,357.619,362.006,379.931,395.295,175.718,404.289,282.262,415.345,118.144
2527,1,417.572,140.219,313.335,182.438,246.724,186.782,204.646,357.627,359.912,379.919,393.181,175.717,404.283,282.274,415.352,118.169
2528,1,417.575,140.271,313.345,182.439,246.729,186.774,204.62,357.656,361.996,379.928,395.291,175.744,404.275,284.418,415.376,120.269
2529,1,417.594,140.238,313.312,184.508,244.56,186.812,204.621,357.653,361.995,379.932,393.168,173.55,404.276,284.406,415.366,118.144
2530,1,417.611,140.257,313.31,184.515,244.557,186.814,204.632,357.659,361.999,381.962,393.174,173.557,404.279,284.405,415.378,118.112
2531,1,417.578,140.232,313.325,184.528,246.719,186.813,204.639,357.653,361.994,381.962,393.17,175.717,404.281,284.411,415.365,118.103
2532,1,417.565,140.279,313.353,184.549,246.712,186.796,204.639,357.65,362.014,379.934,395.29,177.939,404.293,284.423,415.357,118.134
2533,1,417.536,140.227,313.334,184.537,244.557,186.806,204.649,357.652,362.03,379.932,393.179,175.769,404.296,284.417,415.357,118.091
2534,1,417.528,140.218,313.339,184.565,244.554,186.856,204.643,357.661,362.007,379.918,395.292,175.754,404.295,284.408,415.36,118.093
2535,1,417.523,140.216,313.347,184.545,246.723,186.81,204.647,357.672,359.899,379.916,395.29,175.761,404.292,284.412,415.363,118.096
2536,1,417.544,140.243,313.352,184.529,246.744,186.81,204.651,357.673,359.806,379.888,393.165,175.718,404.288,284.413,415.371,118.098
2537,1,417.547,140.229,313.344,184.543,246.72,186.826,204.635,357.676,357.676,379.88,393.168,175.719,404.283,284.421,415.369,118.103
2538,1,417.559,140.258,313.355,184.523,246.729,186.796,204.639,357.664,355.471,379.874,393.17,173.571,404.284,284.433,415.383,118.126
2539,1,417.571,140.282,313.334,184.561,244.538,186.849,204.63,357.689,355.452,379.867,393.173,175.724,404.282,284.432,415.393,118.141
2540,1,417.565,142.436,313.356,184.57,246.707,186.845,204.633,359.8,353.258,379.854,395.283,175.753,404.279,284.436,415.394,120.277
2541,1,417.582,140.285,313.341,184.543,246.705,186.838,204.624,359.814,355.444,379.859,393.172,173.55,404.27,282.272,415.409,118.142
2542,1,417.589,140.229,315.473,184.624,246.747,189.041,204.619,359.865,355.474,379.874,393.167,173.564,404.267,282.256,415.409,118.117
2543,1,417.599,140.219,315.487,184.634,246.748,189.075,204.609,359.876,357.666,379.893,393.168,173.552,404.261,282.248,415.403,118.104
2544,1,417.598,140.261,315.489,184.63,246.761,189.059,204.611,359.865,357.681,379.897,393.178,173.57,404.262,282.256,415.419,118.156
2545,1,417.603,140.238,315.515,184.619,248.92,189.028,204.62,359.855,359.842,379.926,395.288,173.564,404.26,282.263,415.42,118.122
2546,1,417.605,140.233,315.527,184.618,248.928,189.048,204.61,359.833,359.83,379.931,395.29,173.54,404.258,282.268,415.418,118.12
2547,1,417.586,140.225,315.527,184.62,248.919,189.042,204.628,359.854,359.818,379.929,395.291,173.556,404.261,282.266,415.406,118.121
2548,1,417.599,140.272,315.52,184.627,246.755,189.034,204.637,359.81,359.845,381.97,395.306,175.73,404.251,282.267,415.418,118.153
2549,1,417.594,140.257,315.521,184.621,246.767,189.043,204.628,359.82,359.833,381.966,395.289,173.57,404.251,282.253,415.414,118.135
2550,1,417.595,140.292,315.519,184.646,246.762,189.059,204.625,359.829,359.837,381.965,395.302,175.749,404.258,282.267,415.412,118.161
2551,1,417.622,140.282,315.529,184.676,246.769,189.099,204.626,359.855,359.848,381.966,395.304,175.746,404.253,282.263,415.426,118.132
2552,1,417.62,140.275,315.492,184.663,246.723,189.09,204.633,359.837,359.867,381.97,395.291,175.753,404.249,282.271,415.424,118.125
2553,1,417.626,138.095,315.495,184.662,246.754,189.079,204.64,359.866,359.873,381.969,393.142,175.755,404.25,282.275,415.401,118.084
2554,1,417.613,140.253,315.485,184.69,246.733,189.084,204.635,359.86,359.899,381.97,393.158,177.981,404.25,284.408,415.381,118.127
2555,1,417.611,140.271,315.488,184.673,246.735,189.101,204.64,359.852,359.894,381.976,393.15,175.763,404.25,282.26,415.416,118.124
2556,1,417.609,140.29,315.485,184.662,246.728,189.091,204.64,359.874,359.883,381.983,393.133,175.771,404.257,282.266,415.419,118.163
2557,1,417.604,140.29,315.507,184.67,246.725,189.068,204.638,359.849,359.894,381.981,393.157,177.944,404.252,282.273,417.456,118.124
2558,1,417.594,142.429,315.503,184.624,246.738,189.041,204.631,359.868,362.019,381.984,393.156,175.741,404.251,284.418,415.425,118.138
2559,1,417.589,140.288,315.484,184.654,246.721,189.057,204.619,359.882,362.035,381.996,393.152,177.941,404.253,282.27,415.427,118.129
2560,1,417.584,140.298,315.535,184.675,246.753,189.099,204.635,359.882,362.035,381.998,393.149,177.947,404.252,284.404,415.415,120.271
2561,1,417.582,140.298,315.539,184.678,246.77,189.11,204.633,359.894,362.031,382,393.141,177.944,404.248,282.266,415.407,120.282
2562,1,417.588,140.251,315.542,184.672,248.924,189.104,204.627,359.896,362.041,381.994,393.114,175.758,404.246,284.408,415.413,118.14
2563,1,417.594,142.433,315.523,184.679,246.765,189.11,204.645,359.881,362.008,381.982,393.117,175.787,404.243,284.411,415.423,120.257
2564,1,417.567,140.241,315.498,184.69,246.739,189.102,204.641,359.886,359.873,379.927,393.107,177.974,404.253,284.425,415.392,120.265
2565,1,417.524,140.247,313.366,184.693,246.721,189.096,204.666,359.865,362.002,379.921,393.098,177.998,404.245,284.408,415.349,120.265
2566,1,415.422,142.49,315.488,184.68,246.729,189.053,204.646,359.871,361.999,379.925,393.133,180.168,404.246,284.434,415.337,120.291
2567,1,415.306,142.492,315.523,184.648,246.745,189.028,204.639,359.866,362.003,379.913,393.169,177.988,404.26,284.445,415.253,122.537
2568,1,415.23,146.846,313.369,184.682,244.548,186.931,204.621,359.903,359.91,379.915,393.109,182.351,404.271,284.447,413.124,126.889
2569,1,415.236,149.026,313.282,184.563,246.713,186.876,204.604,359.887,359.896,379.905,388.683,175.78,404.26,282.276,413.107,129.199
2570,1,415.397,149.086,313.351,184.692,244.54,189.048,204.615,359.882,359.855,379.904,388.749,182.377,404.255,284.437,415.29,131.255
2571,1,417.472,149.013,315.499,184.702,244.55,189.034,204.573,359.88,359.886,381.974,390.927,182.365,404.206,284.43,415.404,129.184
2572,1,417.493,142.515,315.497,186.809,244.56,189.099,204.588,359.897,362.012,382.011,393.096,182.432,404.243,284.422,415.431,126.974
2573,1,417.493,142.508,315.488,186.806,244.563,189.096,204.578,359.881,362.001,382.006,390.967,182.427,404.246,284.426,415.431,126.966
2574,1,417.604,135.782,315.491,184.708,246.708,189.113,204.57,359.908,359.876,382.035,393.101,177.949,404.24,282.276,417.481,118.076
2575,1,417.521,131.401,315.479,184.701,246.704,189.084,204.601,361.982,359.909,382.029,390.961,180.188,404.253,284.437,415.311,113.723
2576,1,415.31,129.156,313.314,184.507,244.53,186.837,204.681,359.913,362.036,381.966,390.911,173.581,404.279,282.254,413.061,109.182
2577,1,415.227,129.209,311.158,182.394,242.353,186.813,206.783,359.861,362.069,379.917,386.538,171.353,404.27,282.269,413.069,109.203
2578,1,410.886,133.563,311.087,182.423,242.268,186.864,206.779,359.826,361.987,379.872,386.508,171.291,404.212,282.262,408.635,115.865
2579,1,410.871,140.258,311.052,184.609,240.117,186.857,206.774,357.668,359.88,379.824,384.337,177.957,404.227,282.225,408.635,120.332
2580,1,402.105,149.165,308.896,184.69,240.057,186.937,204.663,357.69,359.809,379.792,384.278,182.389,402.085,284.413,404.275,131.419
2581,1,408.649,162.425,308.91,186.83,237.906,189.095,204.55,359.796,355.444,379.805,384.249,184.568,402.063,284.426,408.634,142.478
2582,1,402.113,169.073,308.918,186.834,237.92,191.25,202.391,359.84,355.404,379.854,382.072,182.436,402.021,282.239,413.094,151.276
2583,1,404.236,171.3,308.898,186.929,237.899,191.277,202.357,359.871,348.849,379.903,382.042,186.775,401.989,282.256,410.913,151.481
2584,1,404.203,177.962,308.86,189.083,237.92,193.521,202.283,362.031,351.036,381.974,382.062,186.835,399.931,282.245,410.893,155.821
2585,1,404.222,177.987,308.854,189.08,237.912,195.683,202.286,362.021,351.04,381.972,382.054,186.821,399.933,282.232,410.911,155.847
2586,1,406.47,171.318,308.809,191.262,237.914,197.924,200.169,362.016,348.832,382.022,379.867,186.803,399.933,282.203,413.113,151.429
2587,1,410.875,168.999,308.864,189.12,237.873,197.904,202.272,362.055,351.004,382.061,382.017,184.668,402.003,282.275,415.247,149.056
2588,1,410.929,149.116,311.049,186.92,237.919,191.316,202.348,362.017,355.405,382.089,384.336,184.641,402.009,284.482,410.85,131.323
2589,1,413.068,142.481,311.018,184.71,237.922,189.043,202.398,362.01,357.647,382.043,384.264,182.374,402.016,284.464,413.035,122.557
2590,1,413.054,133.72,311.016,184.685,237.856,189.085,202.436,362.039,359.871,382.016,384.268,177.971,402.022,284.449,413.101,115.869
2591,1,408.708,133.627,310.993,184.595,237.865,186.872,202.452,362.069,361.996,381.996,384.32,177.94,402.031,284.416,408.68,115.85
2592,1,406.481,133.643,308.911,184.554,237.834,186.845,202.413,362.066,359.871,381.981,384.252,173.582,402.018,282.254,408.661,115.775
2593,1,404.213,135.844,308.913,184.61,237.814,186.86,202.394,362.051,359.826,381.988,384.328,177.984,402.006,282.232,404.214,118.027
2594,1,404.22,140.254,308.902,184.566,237.823,186.876,202.387,362.044,357.624,381.991,384.299,175.728,401.979,282.228,402.094,122.53
2595,1,401.995,151.315,308.853,186.79,235.665,189.13,202.398,362.081,355.459,382.018,384.24,182.435,399.926,282.234,402.079,133.603
2596,1,404.232,153.551,308.781,186.784,235.651,189.108,202.364,362.077,351.004,382.059,382.088,182.427,399.929,282.249,406.482,133.707
2597,1,404.223,153.547,308.785,186.786,235.655,189.109,202.367,362.076,351.007,382.073,382.089,182.43,399.927,282.243,406.463,133.709
2598,1,408.638,157.977,308.852,186.83,237.797,191.25,202.276,362.11,350.987,382.125,382.104,184.542,399.919,282.245,413.054,133.738
2599,1,410.897,155.79,308.88,186.84,235.677,189.075,200.168,362.136,348.839,384.256,384.265,184.592,399.92,282.235,413.141,135.796
2600,1,415.212,146.836,311.002,186.872,237.896,191.283,200.137,362.09,348.851,384.279,384.271,184.585,402.019,284.473,413.131,129.094
2601,1,415.281,135.863,311.052,186.752,240.051,186.92,202.303,362.047,353.228,384.313,384.344,182.427,402.035,286.619,415.238,118.1
2602,1,415.208,133.5,311.042,184.607,240.04,186.856,202.361,362.017,355.411,384.233,386.521,178.003,402.019,284.445,413.033,113.7
2603,1,413.13,131.275,311.073,184.535,240.056,184.686,202.425,359.916,357.649,382.129,388.721,178.001,402.053,284.466,410.915,111.44
2604,1,413.067,131.258,311.083,184.58,240.066,186.805,204.508,361.971,357.605,382.072,388.708,180.171,402.081,286.613,408.688,111.408
2605,1,413.03,131.339,311.074,182.43,240.072,184.682,204.55,359.906,357.644,382.064,386.541,175.738,402.09,284.47,408.649,113.538
2606,1,410.89,133.578,311.066,184.514,240.051,186.808,204.541,361.972,357.646,382.066,386.532,175.731,402.082,284.469,410.916,113.724
2607,1,410.897,133.722,311.111,184.603,240.072,186.78,204.534,361.981,355.475,382.072,390.891,182.354,402.057,284.467,413.022,118.068
2608,1,410.853,144.649,311.064,184.627,240.064,186.905,202.424,361.994,357.624,382.14,386.528,180.151,402.023,284.46,413.029,124.707
2609,1,410.852,144.652,311.066,184.633,240.065,186.905,202.427,361.991,357.625,382.143,386.523,180.169,402.012,284.444,413.027,124.714
2610,1,413.052,146.92,311.089,184.684,240.1,186.934,202.344,361.986,359.803,382.18,386.494,182.339,402.008,284.452,413.146,129.147
2611,1,415.213,146.906,311.1,184.646,240.111,186.811,202.354,362.01,357.619,384.271,386.507,182.379,401.994,284.408,415.272,129.151
2612,1,415.37,140.276,311.113,184.693,240.074,186.874,202.319,361.998,357.623,384.346,388.706,182.443,402.018,284.468,415.251,122.547
2613,1,415.349,135.784,311.088,184.638,240.08,186.813,202.339,361.975,355.474,384.327,388.737,182.381,402.037,284.458,415.292,115.957
2614,1,415.296,131.477,311.089,184.602,240.101,186.817,202.383,359.872,357.635,384.317,386.541,180.194,402.038,284.473,415.266,113.731
2615,1,415.281,131.289,311.118,184.563,240.15,186.773,202.407,359.848,359.804,384.33,386.539,180.141,402.058,284.461,415.24,111.426
2616,1,413.109,129.183,311.082,184.506,240.089,186.804,202.448,359.881,359.85,384.315,386.523,175.732,402.066,284.463,413.041,111.333
2617,1,410.923,129.199,311.065,182.4,240.084,184.687,202.454,359.87,362.013,384.32,386.505,173.578,402.073,286.616,406.482,113.493
2618,1,410.848,131.305,311.032,182.363,240.021,186.797,202.454,359.858,359.906,384.35,386.488,171.316,402.056,284.462,404.279,113.571
2619,1,408.687,133.577,311.048,182.437,240.021,186.794,204.519,359.845,357.647,386.478,388.678,173.574,402.048,284.44,410.879,115.759
2620,1,410.84,135.806,311.05,184.612,237.893,186.789,202.432,359.844,359.805,390.89,388.687,182.355,402.02,284.474,410.897,118.036
2621,1,410.842,135.808,311.056,184.615,237.903,186.796,202.441,359.878,359.806,390.895,388.685,182.355,402.02,284.473,410.904,118.037
2622,1,410.84,140.223,311.024,184.627,237.906,186.874,202.372,359.881,355.421,390.947,386.48,180.157,402.017,284.442,413.068,118.131
2623,1,410.876,144.651,311.01,184.665,237.87,186.845,202.349,359.914,353.193,393.133,386.47,182.379,402.032,286.62,413.099,122.499
2624,1,413.055,138.03,310.99,184.626,237.877,186.872,200.189,359.907,348.848,393.147,386.463,177.993,402.03,286.621,413.098,118.081
2625,1,413.083,133.73,310.999,184.64,237.863,186.851,202.281,359.889,351.007,393.185,388.678,180.218,402.043,286.631,413.137,115.919
2626,1,413.059,133.627,310.994,184.608,237.862,186.835,202.334,359.885,351.048,393.159,388.686,180.161,402.032,286.608,413.118,115.849
2627,1,413.052,133.609,308.923,184.512,237.843,186.765,202.382,359.874,355.43,393.14,386.484,175.733,402.04,284.468,413.102,113.731
2628,1,413.05,133.55,308.927,182.446,237.831,186.767,202.431,359.866,357.635,393.141,386.48,173.566,402.033,284.449,413.049,113.692
2629,1,413.049,133.565,310.983,182.423,237.863,184.637,202.418,359.834,357.659,393.159,386.497,175.756,402.03,284.458,413.065,113.699
2630,1,413.045,133.616,311.001,182.427,237.867,184.651,202.423,359.838,357.641,393.169,386.516,175.75,402.027,284.445,413.072,115.767
2631,1,413.087,133.692,311.01,182.444,237.871,184.677,202.434,359.858,357.65,393.174,386.512,175.745,402.031,284.429,415.188,115.808
2632,1,413.113,133.729,311.047,184.509,237.878,184.695,202.437,359.816,355.403,393.159,388.697,177.929,402.036,284.459,415.192,115.883
2633,1,413.119,135.784,311.038,182.445,237.86,184.672,202.451,359.827,355.402,393.156,388.696,177.942,402.041,284.468,415.194,115.891
2634,1,413.146,135.893,311.045,184.535,237.898,186.803,202.394,359.817,353.205,393.161,386.517,175.778,402.038,284.459,415.247,115.983
2635,1,415.245,138.018,311.05,184.561,237.872,186.769,202.381,359.809,351.049,393.135,388.695,180.134,402.057,286.623,415.289,115.985
2636,1,415.253,138.009,311.064,184.552,237.903,184.649,202.38,359.794,351.008,393.114,388.718,180.2,402.049,286.622,415.27,118.05
2637,1,415.277,135.798,311.082,184.534,240.02,184.642,202.397,359.793,351.049,393.134,388.748,180.186,402.043,286.616,415.252,115.928
2638,1,415.316,133.688,311.056,182.439,237.891,184.679,202.422,357.666,351.027,393.129,388.731,177.932,402.041,286.612,415.224,115.874
2639,1,415.295,133.608,311.08,182.417,237.915,186.775,202.439,357.639,353.181,393.139,388.749,173.567,402.054,284.482,415.191,115.879
2640,1,415.307,133.567,311.061,182.408,237.883,186.772,202.428,357.622,353.189,393.144,388.746,173.555,402.05,284.478,415.187,115.831
2641,1,415.306,133.505,311.059,182.417,237.901,186.768,202.429,357.632,351.031,393.129,388.734,175.721,402.06,286.617,413.141,115.779
2642,1,415.309,131.483,311.064,182.434,237.904,186.785,202.433,357.63,353.184,393.144,388.734,175.73,402.06,286.614,413.154,115.771
2643,1,415.284,133.548,311.052,182.446,237.899,186.785,202.427,355.469,353.212,393.146,388.75,175.743,402.047,284.486,413.118,115.813
2644,1,415.237,133.575,311.06,182.441,237.907,184.654,202.43,357.611,353.208,393.15,390.892,177.975,402.036,284.462,415.194,115.821
2645,1,415.238,133.576,311.055,182.439,237.898,184.657,202.428,357.619,353.203,393.15,390.894,177.977,402.041,284.467,415.195,115.818
2646,1,413.109,133.643,311.052,184.523,237.905,184.687,202.419,355.476,351.053,393.132,388.743,177.982,402.027,284.453,413.089,113.733
2647,1,410.907,133.656,311.02,184.539,237.858,186.767,202.403,355.473,351.015,393.122,388.7,177.955,402.016,284.43,413.043,115.743
2648,1,404.295,133.707,310.995,184.591,237.81,186.81,202.407,355.476,351.051,393.14,390.893,182.386,402.004,284.452,408.665,115.76
2649,1,404.229,133.715,310.992,184.549,237.799,186.807,202.396,355.419,351.041,393.129,388.749,180.167,402.016,284.456,406.469,115.774
2650,1,402.085,133.695,308.91,184.541,235.656,186.815,202.392,355.421,351.049,393.129,388.709,180.139,402.004,284.439,404.263,115.773
2651,1,404.205,133.669,308.929,184.525,235.661,186.791,202.429,355.413,353.184,393.145,388.707,177.976,402.013,284.456,404.225,115.774
2652,1,404.245,133.664,310.987,182.435,237.788,184.693,202.395,355.449,353.189,393.144,388.686,177.994,402.028,284.482,404.279,115.76
2653,1,404.245,133.667,308.899,184.537,235.671,186.789,202.395,355.439,353.2,393.158,386.509,177.99,402.042,286.623,402.093,115.833
2654,1,404.271,133.703,308.907,184.562,237.803,186.825,202.419,357.606,353.193,393.17,386.498,177.986,402.023,284.477,402.092,115.862
2655,1,406.424,135.88,308.883,184.577,235.665,186.762,202.422,355.462,353.207,393.188,386.457,180.2,402.011,284.469,404.195,115.939
2656,1,404.289,138.082,308.863,184.533,235.641,186.807,202.408,357.604,353.21,395.279,384.296,173.585,402.002,284.438,404.227,120.292
2657,1,404.293,138.081,308.872,184.528,235.659,186.796,202.389,355.466,353.217,395.278,384.297,173.584,402.021,284.46,404.224,120.293
2658,1,404.27,140.27,308.884,182.413,237.791,186.764,202.392,357.62,353.179,393.173,384.277,173.511,402.015,284.427,402.06,124.662
2659,1,406.43,142.514,308.925,184.571,237.822,186.784,202.37,357.605,351.029,393.159,384.347,177.951,402.01,284.417,404.265,124.682
2660,1,410.868,138.015,308.928,184.594,237.875,186.841,202.335,357.628,351.004,393.139,384.309,177.985,402.037,284.435,410.889,118.1
2661,1,410.87,135.808,311.076,184.558,240.02,186.769,202.345,357.624,350.997,393.13,386.538,177.998,402.043,284.456,410.922,115.95
2662,1,413.027,133.668,311.049,184.52,240.029,184.693,202.392,357.65,351.006,393.115,388.674,177.939,402.046,284.448,413.051,115.785
2663,1,413.07,133.569,311.079,182.369,240.074,184.644,202.429,357.635,351.002,393.106,388.721,173.55,402.04,284.431,413.103,113.68
2664,1,413.076,131.427,311.082,182.33,240.087,184.649,202.432,357.619,351.035,393.103,388.713,173.499,402.046,284.442,413.032,113.579
2665,1,413.043,131.407,311.089,182.339,240.095,184.628,204.503,357.66,350.995,390.964,388.708,173.551,402.041,284.451,410.834,113.628
2666,1,413.057,131.394,311.091,180.145,240.116,184.585,202.417,357.642,351.016,393.093,388.691,171.358,402.041,284.443,410.841,113.613
2667,1,413.063,131.369,311.091,180.213,240.116,184.628,202.421,357.692,351.028,393.093,388.704,173.501,402.045,284.446,408.706,113.621
2668,1,413.073,131.468,311.103,180.178,240.156,184.595,202.449,359.81,351.042,393.103,386.54,171.372,402.046,284.432,410.843,115.747
2669,1,413.074,131.468,311.098,180.219,240.135,184.635,202.447,359.796,351.035,393.098,386.539,171.379,402.042,284.433,410.851,113.741
2670,1,413.068,133.544,311.095,182.326,240.12,184.636,202.417,359.821,351.031,393.105,388.679,173.516,402.049,284.428,410.919,115.8
2671,1,413.072,133.574,311.079,182.362,240.095,184.652,202.419,359.842,350.999,393.109,388.691,173.566,402.044,284.433,410.889,115.857
2672,1,413.08,133.645,311.088,182.363,240.116,184.662,202.407,359.85,350.999,393.114,388.687,173.534,402.046,284.432,413.017,115.903
2673,1,413.044,133.692,311.106,182.383,240.133,184.622,202.404,359.826,350.982,393.134,388.738,175.781,402.036,284.444,413.003,115.94
2674,1,413.049,135.825,311.101,180.205,240.163,184.558,202.414,359.817,350.979,393.133,386.541,175.747,402.023,284.443,413.029,115.978
2675,1,413.029,138.043,311.085,182.385,240.101,184.615,202.423,359.841,351.002,393.136,388.746,177.945,402.027,284.449,413.031,118.156
2676,1,410.865,142.429,311.085,184.531,240.072,184.639,202.439,359.842,351.032,393.133,390.895,180.191,402.017,284.434,410.909,120.316
2677,1,408.698,144.715,311.071,184.622,237.925,184.668,202.438,359.868,351.038,393.128,390.914,184.532,402.02,284.449,408.721,126.928
2678,1,410.863,146.868,311.071,184.6,240.03,186.773,202.407,359.859,351.025,393.137,388.717,182.37,402.004,284.447,410.905,126.955
2679,1,410.863,146.903,311.118,184.556,240.074,184.682,202.394,359.852,351.027,393.125,388.693,180.216,401.997,284.447,408.702,129.089
2680,1,410.897,146.918,311.126,184.609,240.064,186.788,202.37,359.893,351.047,393.144,388.698,182.398,402,284.456,408.731,129.173
2681,1,410.897,146.921,311.141,184.606,240.08,186.778,202.386,359.889,351.05,393.149,388.702,182.408,402.006,284.461,408.737,129.179
2682,1,413.067,146.896,311.119,184.572,240.104,184.653,202.372,361.976,353.186,393.143,388.684,182.39,402.001,284.442,413.062,129.083
2683,1,413.135,146.834,311.125,184.575,240.095,184.641,202.366,361.974,351.027,390.937,388.695,182.383,401.988,284.471,413.091,126.906
2684,1,413.148,135.84,308.91,184.546,237.818,186.831,202.358,362,355.406,386.463,386.486,175.737,399.932,282.23,413.119,118.059
2685,1,413.059,133.605,311.005,182.371,237.877,184.667,202.384,362.007,353.237,382.071,386.511,173.533,401.978,279.992,413.03,115.806
2686,1,413.036,131.437,308.924,182.367,237.83,184.646,202.365,359.905,357.616,379.902,384.334,173.58,402,277.808,408.695,113.735
2687,1,408.671,131.278,306.633,180.175,233.435,184.616,202.415,362.011,357.62,377.623,382.093,171.294,402.009,275.676,406.464,113.587
2688,1,404.261,126.924,304.431,180.217,228.995,184.652,202.457,362.024,357.664,368.767,382.071,171.332,402.026,275.564,402.086,111.339
2689,1,402.08,122.486,299.999,180.206,226.757,184.657,204.658,361.993,357.647,366.62,379.913,171.329,399.906,273.299,399.896,100.416
2690,1,401.987,120.256,297.772,180.214,224.52,184.677,204.702,359.857,351.017,366.487,379.883,171.326,399.855,271.108,399.817,100.336
2691,1,399.841,115.957,293.433,175.753,222.363,186.777,206.764,359.849,346.64,364.213,375.414,169.046,399.81,271.153,399.741,98.168
2692,1,399.757,115.871,295.514,173.503,222.383,184.609,206.773,359.878,346.56,359.831,375.358,166.943,401.986,271.088,397.551,98.1284
2693,1,399.761,115.873,295.523,171.396,222.384,184.609,206.771,359.865,346.554,359.832,375.356,166.926,401.986,271.089,397.551,98.1218
2694,1,397.667,115.794,293.362,171.272,222.339,184.59,209.03,359.795,359.885,346.678,370.935,164.628,402.012,266.74,397.435,98.0734
2695,1,397.546,113.733,293.27,171.344,220.169,182.436,215.64,357.684,362.167,337.662,368.748,166.854,395.318,260.044,393.097,98.0496
2696,1,395.382,113.689,291.135,173.505,220.098,182.386,220.102,359.846,362.115,324.41,366.501,169.089,353.199,284.433,390.888,97.9968
2697,1,390.926,113.525,291.02,171.311,217.896,182.39,233.391,355.443,364.235,293.407,364.297,164.684,0,0,382.182,95.8476
2698,1,386.536,113.513,286.63,173.516,211.245,182.366,235.685,353.207,357.692,291.052,359.906,169.078,377.609,291.143,382.146,95.8091
2699,1,386.47,111.413,288.817,169.163,209.016,177.986,237.904,351.009,362.011,277.847,362.172,166.786,382.083,293.257,381.984,95.7654
2700,1,384.267,111.408,284.446,169.173,206.839,180.172,240.129,348.749,362.033,275.581,359.835,166.813,377.617,291.177,379.884,95.7844
2701,1,384.262,111.463,284.437,169.17,204.666,180.143,240.158,346.623,362.145,275.577,361.984,166.854,377.548,291.088,379.913,95.8108
2702,1,382.143,113.607,280.035,171.287,204.621,177.996,242.279,346.563,368.749,275.553,359.809,166.898,364.279,291.126,381.962,95.8939
2703,1,382.058,115.774,275.665,171.346,204.642,175.761,242.359,346.507,377.592,277.869,348.786,169.129,366.556,288.898,381.977,98.03
2704,1,382.04,115.943,273.397,173.499,204.568,182.354,242.329,346.611,379.827,282.243,342.148,169.043,368.754,275.556,381.991,98.091
2705,1,382.039,115.944,273.386,171.395,204.561,182.348,242.334,346.606,379.832,282.24,342.141,169.035,368.734,275.552,381.986,98.092
2706,1,382.143,118.122,277.87,171.309,204.595,177.986,242.294,346.67,379.838,288.899,357.662,166.94,366.514,275.506,384.319,98.2344
2707,1,384.254,120.34,280.014,173.539,206.804,180.162,240.203,348.856,379.745,291.153,359.796,169.141,366.504,277.761,386.453,102.508
2708,1,386.504,129.089,280.031,175.734,204.654,182.362,240.109,351.04,379.776,293.428,359.878,169.125,364.281,277.776,393.125,109.228
2709,1,390.904,131.33,277.802,180.162,204.612,182.387,240.114,357.595,379.906,299.967,357.598,173.548,362.067,277.768,390.959,113.596
2710,1,390.903,131.364,277.812,180.159,204.578,182.395,240.187,357.629,379.879,300.023,357.648,173.534,359.807,279.985,390.918,113.642
2711,1,388.695,131.302,277.788,177.954,204.548,182.416,242.354,357.628,381.979,299.978,357.641,171.326,355.43,277.846,388.713,113.494
2712,1,386.5,131.274,275.655,177.936,202.41,182.412,246.705,353.2,381.994,293.435,353.239,169.193,359.875,279.99,384.295,113.693
2713,1,384.364,118.148,277.758,173.571,204.578,182.356,253.306,348.84,381.976,286.658,353.183,169.104,362.068,275.643,382.1,102.514
2714,1,382.168,115.866,275.615,171.296,204.553,182.343,255.608,348.787,382.029,275.557,348.75,166.877,368.78,266.732,379.942,98.2334
2715,1,379.926,111.43,273.419,169.028,202.414,177.966,257.843,346.601,382.022,271.085,346.642,162.416,373.186,273.354,377.639,95.8743
2716,1,379.792,109.192,273.279,162.406,204.553,171.385,260.134,344.412,379.765,260.03,346.528,149.123,348.823,248.973,368.768,93.6031
2717,1,379.795,109.186,273.262,162.409,204.536,173.502,260.129,344.416,379.77,260.028,346.524,149.109,350.974,248.942,368.755,93.593
2718,1,375.356,102.58,271.081,158.015,204.547,173.544,266.697,344.376,370.932,260.098,342.109,146.862,346.553,240.064,364.266,89.2237
