,KP_0_x,KP_0_y,KP_1_x,KP_1_y,KP_2_x,KP_2_y,KP_5_x,KP_5_y,KP_15_x,KP_15_y,KP_16_x,KP_16_y,KP_17_x,KP_17_y,KP_18_x,KP_18_y,KP_0_KP_1,KP_0_KP_2,KP_0_KP_5,KP_0_KP_15,KP_0_KP_16,KP_0_KP_17,KP_0_KP_18,KP_1_KP_2,KP_1_KP_5,KP_1_KP_15,KP_1_KP_16,KP_1_KP_17,KP_1_KP_18,KP_2_KP_5,KP_2_KP_15,KP_2_KP_16,KP_2_KP_17,KP_2_KP_18,KP_5_KP_15,KP_5_KP_16,KP_5_KP_17,KP_5_KP_18,KP_15_KP_16,KP_15_KP_17,KP_15_KP_18,KP_16_KP_17,KP_16_KP_18,KP_17_KP_18,timestamps
739,148.763,-52.210999999999984,70.46099999999996,-9.063999999999965,0,0,0,0,148.831,-74.338,169.67899999999997,-41.732,122.721,-74.46800000000002,164.44400000000002,-10.42100000000002,0.4637757666497748,0,0,0.7277672815195508,-0.029521341466939077,4.557563190964679,-2.2712364514774777,0,0,0.5303499328801706,1.4720344863381172,6.595808416407522,1.0120577235462065,0,0,0,0,0,0,0,0,0,-0.2393109849359618,0.09812946193343919,-1.7747045333973404,1.2883647370340867,-1.3099744440656451,-0.2306933386778951,739-768
740,157.877,-52.20099999999999,73.07799999999997,-7.800000000000011,0,0,0,0,157.953,-75.619,178.819,-41.685,127.94999999999999,-82.22900000000001,170.959,-9.12100000000001,0.9975882670974556,0,-0.3799192784384786,-2.9872589600826203,1.3669847283956997,-3.7453703090826593,1.3138463143924568,0,1.9934318692991155,0.054949590324696374,0.738980544606477,-1.097523220640909,0.7700586889492911,0,0,0,0,0,-0.14220499903410655,-11.230315151237392,5.875255828416073,-19.271952522009826,-0.8885084827144709,0.009249400596971213,-2.1215465157153233,-0.2219492711223694,-1.1860052984647211,-1.3046697230767421,740-769
741,163.12999999999997,-52.232,79.59500000000003,-6.526999999999987,0,0,9.12399999999991,1.274000000000001,167.02,-75.65200000000002,186.708,-40.465,135.72899999999998,-82.28300000000002,177.56799999999998,-7.8230000000000075,-0.498281048907927,0,-4.568924819569759,2.0432006643611835,-1.5716271296053392,1.2563736578880125,0.14573954290722924,0,-1.2663548196194654,-1.2865626314199687,-0.5265367152497902,-1.7122648273236791,0.8650780588772875,0,0,0,0,0,-2.7891182065185376,-2.093563399474675,-4.141078058408965,-3.136060591906272,1.6450450218113062,-1.1580106411194926,3.717599297639083,-1.3107523592941988,1.972095348047418,2.458388893233746,741-770
742,170.96200000000002,-52.18700000000001,82.18699999999995,-6.458000000000027,0,0,10.469999999999914,1.3100000000000023,172.30399999999997,-74.464,193.169,-40.452,142.269,-82.31200000000001,186.606,-6.569999999999993,2.712542022201859,0,3.7488508101273226,1.077614797321452,0.7486458988871263,1.721604221903867,-2.856837657718607,0,1.29732569777957,4.80081583674189,4.212699418577415,5.247703955301176,2.047398705901003,0,0,0,0,0,3.6757750952818355,4.081174893113143,5.488763095759197,5.234069537708621,-1.1490059287737324,1.8661744458087206,-3.618772727143295,1.8951105970457576,-2.2425015142746716,-1.5455679164792855,742-771
743,177.47500000000002,-52.135999999999996,84.822,-2.606999999999971,0,0,14.372999999999934,7.793000000000006,178.82700000000003,-76.95399999999998,199.69700000000003,-40.400000000000006,146.221,-84.86500000000001,190.48899999999998,-5.256,-3.5197973691103357,0,-0.8339337296933138,0.6929575337739635,-0.7981393907915049,2.507219600954002,0.5316819343418686,0,-0.014360516015699432,-4.065857423694837,-3.664325970172655,-1.7766868659753925,-2.46624695908676,0,0,0,0,0,0.8951442056304302,-0.010977120245428296,1.035410047341088,-0.9670618507142876,0.5460510660060223,0.013704176938226453,1.9803746708936814,1.2833819642847004,1.3402866647518792,3.8568938761040954,743-772
744,182.66799999999998,-52.15599999999998,88.72800000000001,-6.520999999999958,0,0,18.270999999999958,7.824000000000012,182.75700000000003,-76.94900000000001,203.66199999999998,-40.385999999999996,148.853,-84.906,195.79200000000003,-5.231999999999999,0.005109299097682651,0,0.8905052921455763,-3.8316555433680968,2.477711232592661,-4.754355766366743,0.8617809162311403,0,0.035532272816695354,-1.696508829998578,0.48230245922889026,-0.988633998737015,-0.7494383040410639,0,0,0,0,0,-2.6252483441111565,-0.8876464474587635,-2.441250493578366,-0.5354814466131756,-0.31548256772137506,-0.43332507933968856,-2.9596327969934038,-1.524885369669704,-1.9914593028932046,-3.9615595434612914,744-773
745,184.022,-52.15700000000001,90.03800000000001,-6.539999999999964,0,0,19.551999999999907,9.107000000000028,189.22199999999998,-75.77499999999998,208.85800000000003,-40.377999999999986,155.344,-86.167,198.418,-3.929000000000002,-0.05962980599551315,0,-2.5807894943990277,3.175579812925065,-1.6723175076304315,2.2826348217985313,-2.2504547413728915,0,-1.2682693860394352,1.7422975208779121,0.07441570514788509,-1.1773274194712826,-1.2512999319440894,0,0,0,0,0,-0.8741930891906975,-0.6552076871636245,-1.800679466012724,-2.877741612723696,-0.18748957922438336,0.4488820241958109,1.1386177657221879,0.2811668054085459,1.5063575926561867,-0.07482291106883565,745-774
746,187.97299999999998,-52.17700000000002,91.35199999999998,-6.520999999999958,0,0,19.59299999999996,9.114000000000033,189.30300000000003,-77.00800000000001,210.17300000000003,-40.42500000000001,156.666,-84.88400000000001,199.69299999999998,-2.561000000000007,0.8972493875424448,0,0.09995347746647099,0.4918258117554295,-1.7397747382711515,1.4782715346029391,-1.7297682090478546,0,0.004695276726323527,1.2433312891799915,-0.5266888675618588,1.1618548445635497,-2.407743987521286,0,0,0,0,0,1.8381110614307659,-0.011148411797762492,1.5905089219038473,-0.06449696629732671,-1.0498851065617671,0.006787452880068656,-0.5187872052313764,-0.49850359360969776,0.5817368283610236,0.0012637039865239785,746-775
747,189.21800000000002,-52.129999999999995,92.60300000000001,-6.517999999999972,0,0,20.846000000000004,10.387,190.598,-78.316,210.221,-39.14099999999999,157.976,-86.15700000000001,201.017,0.014000000000010004,-2.3874749951492333,0,-2.8106496949514224,0.7342119168917378,3.2910738708601457,-1.4633722816059773,3.966447410482516,0,-1.281718236923382,-0.2188999497273585,-1.3488667181445635,-4.054793941356337,-2.5490796587170053,0,0,0,0,0,-1.8333122530578976,-3.5013172038985942,-4.451809125785729,-4.968918051891507,2.8750563426276727,-0.1336747110976262,3.8381435870183083,0.2269795466422977,1.1488528465686088,1.3130097199871642,747-776
748,187.95800000000003,-49.599999999999994,92.62100000000004,-7.826999999999998,0,0,19.555999999999926,7.819999999999993,189.36299999999997,-78.268,211.39100000000002,-39.06200000000001,159.25799999999998,-84.864,203.527,2.5500000000000114,1.3956823578046453,0,-0.6783491755553257,0.0026903227816461595,-1.9950852221341293,1.2310511897056386,-4.464887352988349,0,0.007047674270339144,1.208310354691207,0.2352014088333476,0.6590414647172906,0.8313657032829553,0,0,0,0,0,-0.7010498570325865,0.48001283869498934,-0.15831049886750748,0.7224600290438161,-2.202645342866589,1.156904972295827,-4.933086874418834,0.03113612543660338,-3.3912374735625406,-0.0020101251077022653,748-777
